cds,record_type,school_name,district_name,county_name,enrollment_9_12,number_of_test_takers,avg_reading_score,avg_math_score,avg_writing_score,number_scores_gte_1500,percent_scores_gte_1500
49706074931507,S,El Molino High,West Sonoma County Union High,Sonoma,605,71,554,532,524,47,66.20
49706560000000,D,,Cloverdale Unified,Sonoma,462,43,475,484,474,13,30.23
49706564930855,S,Cloverdale High,Cloverdale Unified,Sonoma,428,43,475,484,474,13,30.23
49707060000000,D,,Geyserville Unified,Sonoma,82,13,485,475,484,6,46.15
49707064932109,S,Geyserville Educational Park High,Geyserville Unified,Sonoma,77,13,485,475,484,6,46.15
49707300000000,D,,Harmony Union Elementary,Sonoma,200,9,*,*,*,*,*
49707306120588,S,Pathways Charter,Harmony Union Elementary,Sonoma,200,9,*,*,*,*,*
49707970000000,D,,Liberty Elementary,Sonoma,388,10,*,*,*,*,*
49707970107284,S,California Virtual Academy @ Sonoma,Liberty Elementary,Sonoma,388,10,*,*,*,*,*
49708390000000,D,,Oak Grove Union Elementary,Sonoma,119,0,NA,NA,NA,NA,NA
49708390120584,S,Pivot Online Charter - North Bay,Oak Grove Union Elementary,Sonoma,117,0,NA,NA,NA,NA,NA
49708620000000,D,,Petaluma Joint Union High,Sonoma,3322,536,537,542,529,346,64.55
49708620128157,S,Gateway to College Academy,Petaluma Joint Union High,Sonoma,30,0,NA,NA,NA,NA,NA
49708624930012,S,Casa Grande High,Petaluma Joint Union High,Sonoma,1744,293,528,545,525,179,61.09
49708624930236,S,Valley Oaks High (Alternative),Petaluma Joint Union High,Sonoma,67,0,NA,NA,NA,NA,NA
49708624935151,S,Petaluma High,Petaluma Joint Union High,Sonoma,1305,243,547,539,535,167,68.72
49708700000000,D,,Piner-Olivet Union Elementary,Sonoma,84,1,*,*,*,*,*
49708700106344,S,Northwest Prep Charter,Piner-Olivet Union Elementary,Sonoma,84,1,*,*,*,*,*
49709040000000,D,,Roseland,Sonoma,452,110,414,406,421,10,9.09
49709040101923,S,Roseland Charter,Roseland,Sonoma,452,110,414,406,421,10,9.09
49709200000000,D,,Santa Rosa High,Sonoma,7998,834,540,556,536,562,67.39
49709200108811,S,Abraxis Charter,Santa Rosa High,Sonoma,57,0,NA,NA,NA,NA,NA
49709200110288,S,Lewis Opportunity,Santa Rosa High,Sonoma,21,0,NA,NA,NA,NA,NA
49709204930160,S,Elsie Allen High,Santa Rosa High,Sonoma,1033,63,451,450,459,17,26.98
49709204930244,S,Maria Carrillo High,Santa Rosa High,Sonoma,1598,267,565,590,562,213,79.78
49709204934154,S,Montgomery High,Santa Rosa High,Sonoma,1755,221,548,566,531,148,66.97
49709204935292,S,Piner High,Santa Rosa High,Sonoma,943,84,480,505,495,41,48.81
49709204935607,S,Ridgway High (Continuation),Santa Rosa High,Sonoma,313,2,*,*,*,*,*
49709204936803,S,Santa Rosa High,Santa Rosa High,Sonoma,1982,197,551,554,551,143,72.59
49709530000000,D,,Sonoma Valley Unified,Sonoma,1367,200,478,502,486,88,44.00
49709534937256,S,Sonoma Valley High,Sonoma Valley Unified,Sonoma,1329,200,478,502,486,88,44.00
49709610000000,D,,Twin Hills Union Elementary,Sonoma,90,5,*,*,*,*,*
49709614930319,S,Orchard View,Twin Hills Union Elementary,Sonoma,90,5,*,*,*,*,*
49738820000000,D,,Cotati-Rohnert Park Unified,Sonoma,1942,231,519,526,506,127,54.98
49738820123786,S,Credo High,Cotati-Rohnert Park Unified,Sonoma,97,0,NA,NA,NA,NA,NA
49738820127092,S,Academy of Arts and Sciences: Sonoma,Cotati-Rohnert Park Unified,Sonoma,14,0,NA,NA,NA,NA,NA
49738824930384,S,Technology High,Cotati-Rohnert Park Unified,Sonoma,295,74,576,585,555,57,77.03
49738824935482,S,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,1489,157,492,498,483,70,44.59
49753580000000,D,,Windsor Unified,Sonoma,1819,257,525,508,520,150,58.37
49753584930228,S,Windsor High,Windsor Unified,Sonoma,1712,257,525,508,520,150,58.37
49753900000000,D,,Healdsburg Unified,Sonoma,644,87,510,507,495,46,52.87
49753904932554,S,Healdsburg High,Healdsburg Unified,Sonoma,626,87,510,507,495,46,52.87
50000000000000,C,,,Stanislaus,32348,3691,482,486,474,1475,39.96
50105040000000,D,,Stanislaus County Office of Ed,Stanislaus,1134,17,537,512,523,13,76.47
50105040129023,S,Stanislaus Alternative Charter,Stanislaus County Office of Ed,Stanislaus,85,0,NA,NA,NA,NA,NA
50105045030234,S,Valley Charter High,Stanislaus County Office of Ed,Stanislaus,213,17,537,512,523,13,76.47
50710430000000,D,,Ceres Unified,Stanislaus,3817,482,454,454,454,145,30.08
50710430107136,S,Whitmore Charter High,Ceres Unified,Stanislaus,139,25,562,514,536,14,56.00
50710430108076,S,Central Valley High,Ceres Unified,Stanislaus,1686,288,436,435,442,72,25.00
50710435030168,S,Endeavor Alternative,Ceres Unified,Stanislaus,128,0,NA,NA,NA,NA,NA
50710435030879,S,Ceres High,Ceres Unified,Stanislaus,1579,169,468,477,463,59,34.91
50710680000000,D,,Denair Unified,Stanislaus,578,52,463,450,453,10,19.23
50710685030267,S,Denair Charter Academy,Denair Unified,Stanislaus,233,0,NA,NA,NA,NA,NA
50710685031521,S,Denair High,Denair Unified,Stanislaus,344,52,463,450,453,10,19.23
50710920000000,D,,Hart-Ransom Union Elementary,Stanislaus,34,0,NA,NA,NA,NA,NA
50710926112965,S,Hart-Ransom Academic Charter,Hart-Ransom Union Elementary,Stanislaus,34,0,NA,NA,NA,NA,NA
50711340000000,D,,Keyes Union,Stanislaus,91,12,573,543,550,10,83.33
50711346113286,S,Keyes to Learning Charter,Keyes Union,Stanislaus,91,12,573,543,550,10,83.33
50711750000000,D,,Modesto City High,Stanislaus,14563,1744,489,495,479,746,42.78
50711750110593,S,James C. Enochs High,Modesto City High,Stanislaus,2413,340,506,520,496,174,51.18
50711750121129,S,Joseph A. Gregori High,Modesto City High,Stanislaus,2078,311,477,478,472,117,37.62
50711755030010,S,Fred C. Beyer High,Modesto City High,Stanislaus,1926,204,504,509,485,101,49.51
50711755030135,S,Peter Johansen High,Modesto City High,Stanislaus,1705,181,475,469,454,59,32.60
50711755031380,S,Grace M. Davis High,Modesto City High,Stanislaus,1414,110,475,469,466,32,29.09
50711755031802,S,Thomas Downey High,Modesto City High,Stanislaus,1974,213,483,496,470,91,42.72
50711755034905,S,Modesto High,Modesto City High,Stanislaus,2435,385,491,496,489,172,44.68
50712170000000,D,,Patterson Joint Unified,Stanislaus,1823,225,442,448,438,50,22.22
50712175036256,S,Patterson High,Patterson Joint Unified,Stanislaus,1690,225,442,448,438,50,22.22
50736010000000,D,,Newman-Crows Landing Unified,Stanislaus,824,89,459,470,450,30,33.71
50736015030184,S,Newman-Crows Landing Independent Study,Newman-Crows Landing Unified,Stanislaus,12,0,NA,NA,NA,NA,NA
50736015035902,S,Orestimba High,Newman-Crows Landing Unified,Stanislaus,768,89,459,470,450,30,33.71
50755490000000,D,,Hughson Unified,Stanislaus,774,72,484,490,472,29,40.28
50755495032651,S,Hughson High,Hughson Unified,Stanislaus,745,72,484,490,472,29,40.28
50755560000000,D,,Riverbank Unified,Stanislaus,748,92,443,464,435,23,25.00
50755565036850,S,Riverbank High,Riverbank Unified,Stanislaus,683,92,443,464,435,23,25.00
50755640000000,D,,Oakdale Joint Unified,Stanislaus,1829,211,511,514,502,111,52.61
50755645030176,S,Oakdale Charter High,Oakdale Joint Unified,Stanislaus,66,1,*,*,*,*,*
50755645030192,S,Valley Oak Junior and Senior High,Oakdale Joint Unified,Stanislaus,44,0,NA,NA,NA,NA,NA
50755645035654,S,Oakdale High,Oakdale Joint Unified,Stanislaus,1623,210,512,514,503,111,52.86
50755720000000,D,,Waterford Unified,Stanislaus,1310,92,501,503,494,49,53.26
50755725030259,S,Waterford High,Waterford Unified,Stanislaus,582,59,458,478,462,25,42.37
50755725030317,S,Connecting Waters Charter,Waterford Unified,Stanislaus,694,33,577,548,552,24,72.73
50757390000000,D,,Turlock Unified,Stanislaus,4732,591,491,494,483,257,43.49
50757390124669,S,eCademy Charter at Crane,Turlock Unified,Stanislaus,108,0,NA,NA,NA,NA,NA
50757395030283,S,John H. Pitman High,Turlock Unified,Stanislaus,2167,317,489,490,483,136,42.90
50757395036884,S,Roselawn High,Turlock Unified,Stanislaus,215,1,*,*,*,*,*
50757395037700,S,Turlock High,Turlock Unified,Stanislaus,2211,273,493,500,484,121,44.32
50766380000000,D,,SBE - Aspire Vanguard College,Stanislaus,89,12,436,409,413,2,16.67
50766380120212,S,Aspire Vanguard College Preparatory Acad,SBE - Aspire Vanguard College,Stanislaus,89,12,436,409,413,2,16.67
51000000000000,C,,,Sutter,6535,578,486,498,476,241,41.70
51105120000000,D,,Sutter County Office of Educat,Sutter,217,0,NA,NA,NA,NA,NA
51713730000000,D,,East Nicolaus Joint Union High,Sutter,324,50,514,504,501,25,50.00
51713735132758,S,East Nicolaus High,East Nicolaus Joint Union High,Sutter,320,50,514,504,501,25,50.00
51713990000000,D,,Live Oak Unified,Sutter,555,71,429,450,431,12,16.90
51713995130067,S,Live Oak Alternative,Live Oak Unified,Sutter,14,0,NA,NA,NA,NA,NA
51713995135256,S,Live Oak High,Live Oak Unified,Sutter,516,71,429,450,431,12,16.90
51714070000000,D,,Marcum-Illinois Union Elementa,Sutter,548,17,529,491,494,10,58.82
51714070109793,S,South Sutter Charter,Marcum-Illinois Union Elementa,Sutter,548,17,529,491,494,10,58.82
51714150000000,D,,Meridian Elementary,Sutter,326,3,*,*,*,*,*
51714150129007,S,California Virtual Academy @ Sutter,Meridian Elementary,Sutter,326,3,*,*,*,*,*
51714490000000,D,,Sutter Union High,Sutter,708,94,489,502,471,42,44.68
51714495137500,S,Sutter High,Sutter Union High,Sutter,683,94,489,502,471,42,44.68
51714640000000,D,,Yuba City Unified,Sutter,3857,346,491,506,482,152,43.93
51714640107722,S,River Valley High,Yuba City Unified,Sutter,1742,182,486,509,484,84,46.15
51714645130018,S,Albert Powell Continuation,Yuba City Unified,Sutter,234,2,*,*,*,*,*
51714645130075,S,Yuba City Unified Alternative,Yuba City Unified,Sutter,91,0,NA,NA,NA,NA,NA
51714645130125,S,Yuba City Charter,Yuba City Unified,Sutter,77,0,NA,NA,NA,NA,NA
51714645139001,S,Yuba City High,Yuba City Unified,Sutter,1709,162,498,503,480,67,41.36
52000000000000,C,,,Tehama,2923,216,501,513,484,112,51.85
52105200000000,D,,Tehama County Office of Educat,Tehama,161,1,*,*,*,*,*
52105205230073,S,Sacramento River Discovery Charter,Tehama County Office of Educat,Tehama,49,1,*,*,*,*,*
52105206119671,S,Tehama eLearning Academy,Tehama County Office of Educat,Tehama,99,0,NA,NA,NA,NA,NA
52715060000000,D,,Corning Union High,Tehama,960,72,475,468,460,30,41.67
52715065231709,S,Corning High,Corning Union High,Tehama,906,72,475,468,460,30,41.67
52715710000000,D,,Los Molinos Unified,Tehama,196,21,488,479,449,8,38.10
52715715235106,S,Los Molinos High,Los Molinos Unified,Tehama,193,21,488,479,449,8,38.10
52716390000000,D,,Red Bluff Joint Union High,Tehama,1606,122,520,546,505,74,60.66
52716395230065,S,Red Bluff Independent Study High,Red Bluff Joint Union High,Tehama,116,0,NA,NA,NA,NA,NA
52716395237201,S,Red Bluff High,Red Bluff Joint Union High,Tehama,1391,122,520,546,505,74,60.66
53000000000000,C,,,Trinity,498,83,498,502,465,36,43.37
53738330000000,D,,Southern Trinity Joint Unified,Trinity,21,3,*,*,*,*,*
53738335337423,S,Southern Trinity High,Southern Trinity Joint Unified,Trinity,20,3,*,*,*,*,*
53750280000000,D,,Mountain Valley Unified,Trinity,109,7,*,*,*,*,*
53750285337407,S,Hayfork High,Mountain Valley Unified,Trinity,100,7,*,*,*,*,*
53765130000000,D,,Trinity Alps Unified,Trinity,361,73,504,503,468,33,45.21
53765135337456,S,Trinity High,Trinity Alps Unified,Trinity,349,73,504,503,468,33,45.21
54000000000000,C,,,Tulare,28688,3233,455,461,454,932,28.83
54105460000000,D,,Tulare County Office of Educat,Tulare,909,33,515,454,491,16,48.48
54105460119602,S,University Preparatory High,Tulare County Office of Educat,Tulare,217,29,498,444,473,12,41.38
54105460124057,S,Valley Life Charter,Tulare County Office of Educat,Tulare,15,0,NA,NA,NA,NA,NA
54105465430327,S,La Sierra High,Tulare County Office of Educat,Tulare,159,0,NA,NA,NA,NA,NA
54105466119291,S,Eleanor Roosevelt Community Learning Cen,Tulare County Office of Educat,Tulare,35,4,*,*,*,*,*
54718030000000,D,,Alpaugh Unified,Tulare,216,13,455,440,411,3,23.08
54718030112458,S,Central California Connections Academy,Alpaugh Unified,Tulare,140,3,*,*,*,*,*
54718035430301,S,Alpaugh Junior-Senior High,Alpaugh Unified,Tulare,73,10,*,*,*,*,*
54718370000000,D,,Burton Elementary,Tulare,263,14,452,445,430,4,28.57
54718370109009,S,Summit Charter Academy,Burton Elementary,Tulare,157,12,467,448,423,4,33.33
54718370122705,S,Burton Pathways Charter Academy,Burton Elementary,Tulare,106,2,*,*,*,*,*
54718600000000,D,,Cutler-Orosi Joint Unified,Tulare,1131,163,410,414,413,22,13.50
54718605430095,S,Esperanza High,Cutler-Orosi Joint Unified,Tulare,57,0,NA,NA,NA,NA,NA
54718605433230,S,Orosi High,Cutler-Orosi Joint Unified,Tulare,978,163,410,414,413,22,13.50
54719930000000,D,,Lindsay Unified,Tulare,1175,160,421,410,433,19,11.88
54719930124776,S,Loma Vista Charter,Lindsay Unified,Tulare,48,0,NA,NA,NA,NA,NA
54719935432414,S,Lindsay Senior High,Lindsay Unified,Tulare,1025,160,421,410,433,19,11.88
54721400000000,D,,Stone Corral Elementary,Tulare,362,0,NA,NA,NA,NA,NA
54721400123273,S,Crescent Valley Public Charter,Stone Corral Elementary,Tulare,362,0,NA,NA,NA,NA,NA
54722490000000,D,,Tulare Joint Union High,Tulare,5330,638,453,464,451,174,27.27
54722490116368,S,Mission Oak High,Tulare Joint Union High,Tulare,1516,243,444,460,441,60,24.69
54722495430186,S,Sierra Vista High,Tulare Joint Union High,Tulare,112,0,NA,NA,NA,NA,NA
54722495435409,S,Tulare Union High,Tulare Joint Union High,Tulare,1846,217,464,471,454,66,30.41
54722495435466,S,Tulare Western High,Tulare Joint Union High,Tulare,1742,178,453,461,461,48,26.97
54722560000000,D,,Visalia Unified,Tulare,8251,899,486,487,482,369,41.05
54722560109751,S,Visalia Charter Independent Study,Visalia Unified,Tulare,517,7,*,*,*,*,*
54722560120659,S,Visalia Technical Early College,Visalia Unified,Tulare,131,0,NA,NA,NA,NA,NA
54722565430046,S,Golden West High,Visalia Unified,Tulare,1628,171,480,476,477,64,37.43
54722565430269,S,Charter Alternatives Academy,Visalia Unified,Tulare,56,0,NA,NA,NA,NA,NA
54722565430368,S,El Diamante High,Visalia Unified,Tulare,1895,238,486,478,480,93,39.08
54722565432828,S,Mt. Whitney High,Visalia Unified,Tulare,1593,177,473,480,464,64,36.16
54722565434527,S,Redwood High,Visalia Unified,Tulare,2066,306,497,504,496,146,47.71
54753250000000,D,,Farmersville Unified,Tulare,794,120,396,405,399,10,8.33
54753255430210,S,Farmersville High,Farmersville Unified,Tulare,743,120,396,405,399,10,8.33
54755230000000,D,,Porterville Unified,Tulare,6240,735,451,466,452,207,28.16
54755230114348,S,Butterfield Charter High,Porterville Unified,Tulare,311,0,NA,NA,NA,NA,NA
54755230116590,S,Harmony Magnet Academy,Porterville Unified,Tulare,488,122,491,501,494,56,45.90
54755235430251,S,Granite Hills High,Porterville Unified,Tulare,1121,129,432,429,432,19,14.73
54755235430350,S,Prospect Education Center,Porterville Unified,Tulare,96,0,NA,NA,NA,NA,NA
54755235432786,S,Monache High,Porterville Unified,Tulare,1849,232,460,488,450,71,30.60
54755235434113,S,Porterville High,Porterville Unified,Tulare,1869,218,438,453,449,56,25.69
54755235434931,S,Strathmore High,Porterville Unified,Tulare,306,34,399,404,410,5,14.71
54755310000000,D,,Dinuba Unified,Tulare,2147,244,429,437,421,45,18.44
54755310102186,S,Ronald Reagan Academy,Dinuba Unified,Tulare,161,0,NA,NA,NA,NA,NA
54755315431184,S,Dinuba High,Dinuba Unified,Tulare,1911,244,429,437,421,45,18.44
54767940000000,D,,Woodlake Unified,Tulare,790,101,439,453,452,22,21.78
54767945436282,S,Woodlake High,Woodlake Unified,Tulare,731,101,439,453,452,22,21.78
54768360000000,D,,Exeter Unified,Tulare,1080,115,473,464,479,41,35.65
54768365430087,S,Exeter Independent Study (Alternative),Exeter Unified,Tulare,66,0,NA,NA,NA,NA,NA
54768365431598,S,Exeter High,Exeter Unified,Tulare,966,115,473,464,479,41,35.65
55000000000000,C,,,Tuolumne,2211,200,543,526,520,123,61.50
55105530000000,D,,Tuolumne County Superintendent,Tuolumne,48,0,NA,NA,NA,NA,NA
55723630000000,D,,Jamestown Elementary,Tuolumne,123,8,*,*,*,*,*
55723630100099,S,California Virtual Academy @ Jamestown,Jamestown Elementary,Tuolumne,123,8,*,*,*,*,*
55723890000000,D,,Sonora Union High,Tuolumne,1127,107,554,535,524,69,64.49
55723895530043,S,Theodore Bird High,Sonora Union High,Tuolumne,65,0,NA,NA,NA,NA,NA
55723895536503,S,Sonora High,Sonora Union High,Tuolumne,1019,107,554,535,524,69,64.49
55724130000000,D,,Summerville Union High,Tuolumne,795,75,538,524,528,47,62.67
55724130112276,S,Gold Rush Charter,Summerville Union High,Tuolumne,132,1,*,*,*,*,*
55724135530191,S,Connections Visual and Performing Arts A,Summerville Union High,Tuolumne,202,0,NA,NA,NA,NA,NA
55724135536750,S,Summerville High,Summerville Union High,Tuolumne,443,74,539,526,531,47,63.51
55751840000000,D,,Big Oak Flat-Groveland Unified,Tuolumne,118,10,*,*,*,*,*
55751845530076,S,Tioga High,Big Oak Flat-Groveland Unified,Tuolumne,76,10,*,*,*,*,*
55751845530084,S,Don Pedro High,Big Oak Flat-Groveland Unified,Tuolumne,37,0,NA,NA,NA,NA,NA
56000000000000,C,,,Ventura,44595,5941,522,534,517,3473,58.46
56105610000000,D,,Ventura County Office of Educa,Ventura,1231,3,*,*,*,*,*
56105610109900,S,Vista Real Charter High,Ventura County Office of Educa,Ventura,922,2,*,*,*,*,*
56105610122713,S,River Oaks Academy,Ventura County Office of Educa,Ventura,25,1,*,*,*,*,*
56724540000000,D,,Fillmore Unified,Ventura,1097,95,479,488,455,30,31.58
56724540124750,S,Heritage Valley Independent Study,Fillmore Unified,Ventura,21,0,NA,NA,NA,NA,NA
56724545632021,S,Fillmore Senior High,Fillmore Unified,Ventura,1002,95,479,488,455,30,31.58
56724700000000,D,,Mesa Union Elementary,Ventura,104,6,*,*,*,*,*
56724705630363,S,Golden Valley Charter,Mesa Union Elementary,Ventura,104,6,*,*,*,*,*
56725040000000,D,,Mupu Elementary,Ventura,85,0,NA,NA,NA,NA,NA
56725040127043,S,Academy of Arts and Sciences: Thousand O,Mupu Elementary,Ventura,55,0,NA,NA,NA,NA,NA
56725040127076,S,Academy of Arts and Sciences: Oxnard & V,Mupu Elementary,Ventura,30,0,NA,NA,NA,NA,NA
56725200000000,D,,Ojai Unified,Ventura,901,116,524,547,518,72,62.07
56725205634076,S,Nordhoff High,Ojai Unified,Ventura,832,116,524,547,518,72,62.07
56725460000000,D,,Oxnard Union High,Ventura,16302,1662,478,491,473,670,40.31
56725460120634,S,"Architecture, Construction & Engineering",Oxnard Union High,Ventura,185,0,NA,NA,NA,NA,NA
56725460125674,S,Condor High,Oxnard Union High,Ventura,349,0,NA,NA,NA,NA,NA
56725465630389,S,Pacifica High,Oxnard Union High,Ventura,3249,325,452,460,451,80,24.62
56725465631619,S,Adolfo Camarillo High,Oxnard Union High,Ventura,2567,372,530,556,516,253,68.01
56725465631742,S,Channel Islands High,Oxnard Union High,Ventura,2575,223,451,471,443,63,28.25
56725465632849,S,Hueneme High,Oxnard Union High,Ventura,1947,158,440,432,445,30,18.99
56725465634548,S,Oxnard High,Oxnard Union High,Ventura,2872,349,469,481,469,129,36.96
56725465634761,S,Rio Mesa High,Oxnard Union High,Ventura,2127,235,494,507,489,115,48.94
56726030000000,D,,Simi Valley Unified,Ventura,6014,652,536,548,528,422,64.72
56726035630249,S,Monte Vista,Simi Valley Unified,Ventura,128,4,*,*,*,*,*
