Date,Open,High,Low,Close,Volume,Adj Close
2016-05-03,127.07,128.00,124.57,124.910004,2040600,124.910004
2016-05-02,125.970001,129.419998,125.019997,128.850006,3116200,128.850006
2016-04-29,129.009995,130.990005,123.860001,125.309998,9104500,125.309998
2016-04-28,119.720001,124.440002,119.339996,123.010002,4866400,123.010002
2016-04-27,120.889999,121.639999,118.099998,118.849998,2834300,118.849998
2016-04-26,121.169998,123.919998,120.419998,122.529999,1901400,122.529999
2016-04-25,119.230003,121.900002,118.809998,120.480003,2147000,120.480003
2016-04-22,119.339996,121.900002,117.900002,119.449997,1934100,119.449997
2016-04-21,117.300003,121.959999,116.779999,120.459999,2938700,120.459999
2016-04-20,115.75,118.199997,115.099998,117.32,1153300,117.32
2016-04-19,118.220001,118.339996,114.360001,115.419998,1740500,115.419998
2016-04-18,115.760002,118.489998,115.599998,118.00,1239500,118.00
2016-04-15,117.550003,117.699997,115.489998,116.610001,1539900,116.610001
2016-04-14,113.43,118.230003,113.059998,117.699997,3874700,117.699997
2016-04-13,110.699997,113.879997,110.610001,113.230003,2671600,113.230003
2016-04-12,109.580002,110.43,108.610001,109.690002,1521700,109.690002
2016-04-11,108.93,110.199997,107.25,109.300003,1667400,109.300003
2016-04-08,112.669998,112.669998,107.00,108.440002,4220300,108.440002
2016-04-07,114.25,114.860001,112.129997,112.43,1876600,112.43
2016-04-06,114.309998,115.150002,112.459999,114.75,1734200,114.75
2016-04-05,114.629997,115.629997,113.68,113.68,1623800,113.68
2016-04-04,115.339996,116.730003,115.010002,115.309998,2802100,115.309998
2016-04-01,113.940002,115.669998,113.370003,115.629997,1541600,115.629997
2016-03-31,113.529999,116.57,113.00,114.349998,2546500,114.349998
2016-03-30,111.50,114.970001,110.980003,113.830002,3214800,113.830002
2016-03-29,107.00,110.370003,106.00,110.029999,3554900,110.029999
2016-03-28,111.75,111.870003,108.300003,109.120003,2243500,109.120003
2016-03-24,111.860001,112.32,110.099998,111.029999,2716700,111.029999
2016-03-23,113.839996,114.32,112.169998,112.449997,2412000,112.449997
2016-03-22,113.559998,115.620003,113.019997,113.410004,1751800,113.410004
2016-03-21,113.199997,115.480003,112.400002,114.540001,2046000,114.540001
2016-03-18,110.00,113.540001,109.510002,113.099998,3953900,113.099998
2016-03-17,109.50,111.220001,109.349998,109.699997,2633400,109.699997
2016-03-16,111.449997,112.00,107.989998,109.809998,5978400,109.809998
2016-03-15,117.43,117.620003,114.050003,115.580002,1936000,115.580002
2016-03-14,115.510002,118.879997,115.370003,117.279999,2440000,117.279999
2016-03-11,116.150002,116.550003,114.230003,115.510002,2676400,115.510002
2016-03-10,118.410004,118.50,114.290001,114.980003,3498600,114.980003
2016-03-09,115.059998,119.269997,114.019997,117.940002,2919600,117.940002
2016-03-08,114.410004,117.639999,113.220001,114.089996,3109700,114.089996
2016-03-07,119.279999,120.699997,113.300003,114.879997,3076300,114.879997
2016-03-04,118.019997,121.410004,116.779999,119.349998,3545800,119.349998
2016-03-03,118.730003,118.870003,116.790001,117.029999,2858100,117.029999
2016-03-02,116.330002,119.730003,115.75,119.599998,2353300,119.599998
2016-03-01,118.209999,118.800003,114.220001,116.339996,5115200,116.339996
2016-02-29,120.830002,122.370003,117.169998,117.190002,3359500,117.190002
2016-02-26,119.620003,122.269997,119.00,120.910004,2371300,120.910004
2016-02-25,117.730003,119.089996,115.769997,119.00,3060300,119.00
2016-02-24,114.669998,118.50,114.050003,117.699997,2692000,117.699997
2016-02-23,115.889999,117.970001,114.860001,116.010002,3067600,116.010002
2016-02-22,114.190002,117.269997,113.150002,116.449997,3138100,116.449997
2016-02-19,112.580002,114.800003,112.190002,114.120003,3122900,114.120003
2016-02-18,111.580002,115.550003,108.809998,113.459999,5343300,113.459999
2016-02-17,105.769997,111.260002,105.029999,111.010002,5059500,111.010002
2016-02-16,102.230003,106.080002,99.660004,106.00,4203000,106.00
2016-02-12,104.260002,105.00,99.849998,101.110001,4470400,101.110001
2016-02-11,100.720001,103.699997,99.309998,103.470001,4639000,103.470001
2016-02-10,101.800003,105.300003,98.25,101.760002,9103600,101.760002
2016-02-09,108.699997,112.260002,100.120003,100.980003,8961200,100.980003
2016-02-08,107.199997,115.349998,106.720001,109.970001,13419600,109.970001
2016-02-05,125.339996,128.990005,102.809998,108.379997,44081400,108.379997
2016-02-04,191.580002,196.820007,186.179993,192.279999,8576900,192.279999
2016-02-03,204.259995,204.880005,185.050003,191.25,3385100,191.25
2016-02-02,207.610001,208.889999,199.529999,203.429993,2562400,203.429993
2016-02-01,197.820007,206.259995,197.490005,205.759995,2471700,205.759995
2016-01-29,193.759995,198.059998,190.179993,197.910004,1946000,197.910004
2016-01-28,195.100006,196.809998,189.00,191.139999,1535200,191.139999
2016-01-27,194.279999,195.779999,186.800003,188.029999,1417400,188.029999
2016-01-26,193.779999,196.660004,190.199997,196.139999,991900,196.139999
2016-01-25,198.630005,199.440002,192.529999,193.539993,1438400,193.539993
2016-01-22,199.679993,200.740005,196.979996,199.460007,1956100,199.460007
2016-01-21,191.529999,195.440002,185.389999,189.759995,1385500,189.759995
2016-01-20,189.809998,192.25,183.149994,189.309998,2454200,189.309998
2016-01-19,198.00,199.509995,190.399994,193.429993,2349100,193.429993
2016-01-15,195.949997,200.100006,190.070007,196.320007,2497600,196.320007
2016-01-14,203.559998,206.25,194.699997,203.210007,1948900,203.210007
2016-01-13,211.660004,212.919998,199.00,203.130005,1680600,203.130005
2016-01-12,213.259995,216.199997,207.190002,210.429993,1340100,210.429993
2016-01-11,216.279999,216.869995,205.940002,210.929993,1704100,210.929993
2016-01-08,219.979996,222.039993,215.009995,215.899994,1512000,215.899994
2016-01-07,222.190002,226.100006,216.25,217.00,1386000,217.00
2016-01-06,224.970001,231.679993,224.860001,226.080002,1206500,226.080002
2016-01-05,228.020004,229.949997,224.119995,229.00,1159000,229.00
2016-01-04,222.059998,226.399994,218.830002,225.550003,1371500,225.550003
2015-12-31,226.369995,228.740005,225.080002,225.080002,695300,225.080002
2015-12-30,231.789993,235.110001,226.50,227.529999,670100,227.529999
2015-12-29,230.25,232.669998,228.559998,231.369995,731100,231.369995
2015-12-28,228.830002,229.919998,226.699997,229.289993,470300,229.289993
2015-12-24,228.580002,229.990005,228.570007,229.029999,205900,229.029999
2015-12-23,228.919998,231.00,227.869995,228.970001,700600,228.970001
2015-12-22,228.169998,229.460007,227.25,228.350006,631400,228.350006
2015-12-21,227.240005,229.220001,224.820007,227.330002,649100,227.330002
2015-12-18,229.009995,230.110001,224.309998,225.800003,1593900,225.800003
2015-12-17,235.880005,236.199997,229.139999,231.149994,1075400,231.149994
2015-12-16,231.589996,235.699997,229.520004,234.509995,1104700,234.509995
2015-12-15,232.460007,232.679993,227.220001,229.229996,1219200,229.229996
2015-12-14,230.419998,233.600006,226.029999,231.990005,1123300,231.990005
2015-12-11,230.839996,234.559998,229.860001,230.610001,1886100,230.610001
2015-12-10,230.850006,234.00,229.240005,232.089996,1330200,232.089996
2015-12-09,237.619995,238.339996,229.660004,231.339996,1639900,231.339996
2015-12-08,231.860001,239.479996,231.00,238.509995,1381700,238.509995
2015-12-07,240.679993,241.119995,233.100006,234.559998,1492900,234.559998
2015-12-04,241.589996,244.00,239.130005,241.50,1207000,241.50
2015-12-03,246.360001,246.960007,236.75,239.440002,1483700,239.440002
2015-12-02,250.00,252.029999,244.710007,245.509995,1378800,245.509995
2015-12-01,243.75,251.929993,243.75,249.820007,1414100,249.820007
2015-11-30,244.449997,246.300003,241.720001,243.110001,1335900,243.110001
2015-11-27,245.479996,246.00,242.789993,244.589996,449300,244.589996
2015-11-25,247.729996,248.350006,244.699997,245.660004,809500,245.660004
2015-11-24,249.139999,251.00,245.029999,246.919998,1357100,246.919998
2015-11-23,252.820007,254.979996,249.029999,251.089996,963700,251.089996
2015-11-20,250.25,254.119995,249.699997,252.869995,1032300,252.869995
2015-11-19,248.600006,254.110001,248.279999,250.210007,1458900,250.210007
2015-11-18,246.00,248.820007,244.289993,248.759995,1350600,248.759995
2015-11-17,242.630005,248.100006,241.039993,245.320007,1657300,245.320007
2015-11-16,241.050003,247.25,239.00,246.479996,1750100,246.479996
2015-11-13,252.00,253.690002,242.619995,243.00,2004100,243.00
2015-11-12,251.559998,258.390015,249.520004,252.960007,1924600,252.960007
2015-11-11,255.509995,256.359985,251.380005,252.210007,1963400,252.210007
2015-11-10,252.919998,257.040009,249.580002,255.539993,1743300,255.539993
2015-11-09,250.449997,256.290009,248.559998,254.520004,2229800,254.520004
2015-11-06,249.520004,253.070007,247.669998,250.639999,1518100,250.639999
2015-11-05,253.199997,253.539993,247.369995,249.740005,1949300,249.740005
2015-11-04,247.169998,253.619995,245.110001,253.020004,2537500,253.020004
