OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
700152,c304cdc8,02/28/2011 10:00:00 AM,Monday,Feb,28,2011,10,3,1,2011,FELONY ASSAULT,FELONY,B,48,BRONX,N.Y. POLICE DEPT,1016309,247659,"(40.846391886, -73.88412771)"
700153,6fef1ed,02/28/2011 10:20:00 AM,Monday,Feb,28,2011,10,3,2,2011,GRAND LARCENY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,984276,211026,"(40.7459024300001, -73.999907616)"
700154,505f898a,02/28/2011 10:30:00 AM,Monday,Feb,28,2011,10,3,1,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,9,MANHATTAN,N.Y. POLICE DEPT,987892,202854,"(40.7234715500001, -73.9868621209999)"
700155,aa73a27f,02/28/2011 10:30:00 AM,Monday,Feb,28,2011,10,2,28,2011,BURGLARY,FELONY,E,110,QUEENS,N.Y. POLICE DEPT,1018809,208610,"(40.739203595, -73.8752926719999)"
700156,dda1f8dd,02/28/2011 10:30:00 AM,Monday,Feb,28,2011,10,3,4,2011,GRAND LARCENY,FELONY,J,109,QUEENS,N.Y. POLICE DEPT,1031963,219018,"(40.7677096840001, -73.8277517179999)"
700157,f6129869,02/28/2011 11:00:00 AM,Monday,Feb,28,2011,11,2,28,2011,BURGLARY,FELONY,E,83,BROOKLYN,N.Y. POLICE DEPT,1005490,193253,"(40.6970943420001, -73.923403718)"
700158,762e183d,02/28/2011 11:00:00 AM,Monday,Feb,28,2011,11,2,28,2011,GRAND LARCENY,FELONY,E,17,MANHATTAN,N.Y. POLICE DEPT,992223,215460,"(40.7580690460001, -73.971222133)"
700159,fa38a9cf,02/28/2011 11:30:00 AM,Monday,Feb,28,2011,11,2,28,2011,BURGLARY,FELONY,I,113,QUEENS,N.Y. POLICE DEPT,1045737,192557,"(40.694995878, -73.778267893)"
700160,904d8431,02/28/2011 11:30:00 AM,Monday,Feb,28,2011,11,3,1,2011,GRAND LARCENY,FELONY,B,112,QUEENS,N.Y. POLICE DEPT,1024740,204188,"(40.7270411430001, -73.853916855)"
700161,b7f008c4,02/28/2011 11:40:00 AM,Monday,Feb,28,2011,11,2,28,2011,BURGLARY,FELONY,P,113,QUEENS,N.Y. POLICE DEPT,1048773,194414,"(40.70007128, -73.767301775)"
700162,c05e3d5c,05/29/2013 07:30:00 AM,Wednesday,May,29,2013,7,5,29,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,9,MANHATTAN,N.Y. POLICE DEPT,989955,202021,"(40.721184076, -73.979420094)"
700163,51a358d4,05/29/2013 07:30:00 AM,Wednesday,May,29,2013,7,5,29,2013,BURGLARY,FELONY,D,33,MANHATTAN,N.Y. POLICE DEPT,1001280,248429,"(40.848547083, -73.9384464029999)"
700164,cd119b70,05/29/2013 07:35:00 AM,Wednesday,May,29,2013,7,5,29,2013,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,34,MANHATTAN,N.Y. POLICE DEPT,1004629,252340,"(40.8592745180001, -73.926329537)"
700165,942fad,05/29/2013 07:45:00 AM,Wednesday,May,29,2013,7,5,30,2013,BURGLARY,FELONY,C,105,QUEENS,N.Y. POLICE DEPT,1057378,176126,"(40.649808131, -73.736466776)"
700166,b5d2aa4,05/29/2013 07:55:00 AM,Wednesday,May,29,2013,7,5,30,2013,BURGLARY,FELONY,D,34,MANHATTAN,N.Y. POLICE DEPT,1007868,256767,"(40.8714172160001, -73.9146046659999)"
700167,712bbcbe,05/29/2013 08:00:00 AM,Wednesday,May,29,2013,8,6,4,2013,GRAND LARCENY,FELONY,C,61,BROOKLYN,N.Y. POLICE DEPT,996288,153398,"(40.5877182360001, -73.956659955)"
700168,aab2ebdd,05/29/2013 08:00:00 AM,Wednesday,May,29,2013,8,7,2,2013,GRAND LARCENY,FELONY,M,67,BROOKLYN,N.Y. POLICE DEPT,1007213,178267,"(40.655956862, -73.917241131)"
700169,59f83bee,05/29/2013 08:00:00 AM,Wednesday,May,29,2013,8,5,31,2013,GRAND LARCENY,FELONY,Q,73,BROOKLYN,N.Y. POLICE DEPT,1009739,179555,"(40.6594852270001, -73.908132383)"
700170,9a3da3e6,05/29/2013 08:00:00 AM,Wednesday,May,29,2013,8,5,29,2013,GRAND LARCENY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1018728,213899,"(40.753720877, -73.875557854)"
700172,aeac45ec,05/29/2013 08:00:00 AM,Wednesday,May,29,2013,8,7,17,2013,GRAND LARCENY,FELONY,G,45,BRONX,N.Y. POLICE DEPT,1030813,247600,"(40.8461653790001, -73.831705109)"
700173,761f6c66,05/29/2013 08:00:00 AM,Wednesday,May,29,2013,8,7,10,2013,GRAND LARCENY,FELONY,B,48,BRONX,N.Y. HOUSING POLICE,1014114,249086,"(40.8503162740001, -73.8920549329999)"
700174,69215ea8,05/29/2013 08:10:00 AM,Wednesday,May,29,2013,8,5,29,2013,ROBBERY,FELONY,D,49,BRONX,N.Y. POLICE DEPT,1021136,251009,"(40.8555677900001, -73.8666626419999)"
700175,85bd91a7,05/29/2013 08:15:00 AM,Wednesday,May,29,2013,8,5,31,2013,GRAND LARCENY,FELONY,G,20,MANHATTAN,N.Y. POLICE DEPT,990910,224857,"(40.7838624520001, -73.975952223)"
700176,fc7d757f,05/29/2013 08:15:00 AM,Wednesday,May,29,2013,8,5,30,2013,FELONY ASSAULT,FELONY,B,40,BRONX,N.Y. POLICE DEPT,1010774,235171,"(40.8121342740001, -73.9041827139999)"
700177,5b1836e0,05/29/2013 08:20:00 AM,Wednesday,May,29,2013,8,5,29,2013,GRAND LARCENY,FELONY,A,17,MANHATTAN,N.Y. POLICE DEPT,991266,209677,"(40.7421969800001, -73.97468255)"
700178,597491e9,05/29/2013 08:25:00 AM,Wednesday,May,29,2013,8,5,29,2013,FELONY ASSAULT,FELONY,B,28,MANHATTAN,N.Y. POLICE DEPT,997585,230888,"(40.8004083710001, -73.9518368619999)"
700179,6ffc7581,05/29/2013 08:40:00 AM,Wednesday,May,29,2013,8,5,29,2013,GRAND LARCENY,FELONY,D,103,QUEENS,N.Y. POLICE DEPT,1048168,198753,"(40.7119851630001, -73.7694424859999)"
700180,cbc8fc08,05/29/2013 08:45:00 AM,Wednesday,May,29,2013,8,5,29,2013,BURGLARY,FELONY,H,105,QUEENS,N.Y. POLICE DEPT,1058611,192069,"(40.6935576290001, -73.731847509)"
700181,3371d2dd,05/29/2013 08:45:00 AM,Wednesday,May,29,2013,8,5,29,2013,ROBBERY,FELONY,J,40,BRONX,N.Y. POLICE DEPT,1006384,233629,"(40.8079140020001, -73.920046794)"
700182,f2eea7d7,07/17/2011 04:59:00 AM,Sunday,Jul,17,2011,4,7,17,2011,ROBBERY,FELONY,D,52,BRONX,N.Y. TRANSIT POLICE,1011612,253618,"(40.8627633610001, -73.9010801649999)"
700183,28e53ca9,07/17/2011 05:00:00 AM,Sunday,Jul,17,2011,5,7,17,2011,ROBBERY,FELONY,H,70,BROOKLYN,N.Y. POLICE DEPT,995562,173742,"(40.6435592650001, -73.959239756)"
700184,7d4a4f3f,07/17/2011 05:00:00 AM,Sunday,Jul,17,2011,5,7,19,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,81,BROOKLYN,N.Y. POLICE DEPT,1006657,185894,"(40.6768927000001, -73.919219646)"
700185,9966d64c,07/17/2011 05:00:00 AM,Sunday,Jul,17,2011,5,7,17,2011,FELONY ASSAULT,FELONY,B,75,BROOKLYN,N.Y. POLICE DEPT,1015871,186863,"(40.6795242680001, -73.885996785)"
700186,70c7c4d,07/17/2011 05:00:00 AM,Sunday,Jul,17,2011,5,7,17,2011,ROBBERY,FELONY,A,81,BROOKLYN,N.Y. POLICE DEPT,1000749,194083,"(40.6993826070001, -73.9404991279999)"
700187,c23cf354,07/17/2011 05:00:00 AM,Sunday,Jul,17,2011,5,7,17,2011,GRAND LARCENY,FELONY,H,115,QUEENS,N.Y. POLICE DEPT,1020034,214137,"(40.754368937, -73.870842766)"
700188,f0466d98,07/17/2011 05:00:00 AM,Sunday,Jul,17,2011,5,7,17,2011,BURGLARY,FELONY,B,34,MANHATTAN,N.Y. POLICE DEPT,1001398,248640,"(40.849125988, -73.938019352)"
700189,a8d6bdd1,07/17/2011 05:10:00 AM,Sunday,Jul,17,2011,5,7,17,2011,ROBBERY,FELONY,F,78,BROOKLYN,N.Y. POLICE DEPT,988337,181356,"(40.6644643160001, -73.985269724)"
700190,a9eefa14,07/17/2011 05:15:00 AM,Sunday,Jul,17,2011,5,7,17,2011,FELONY ASSAULT,FELONY,C,44,BRONX,N.Y. POLICE DEPT,1004544,237936,"(40.8197399310001, -73.926680402)"
700191,ff5cdae4,07/17/2011 05:20:00 AM,Sunday,Jul,17,2011,5,7,17,2011,FELONY ASSAULT,FELONY,A,115,QUEENS,N.Y. POLICE DEPT,1021756,215354,"(40.757702153, -73.864620604)"
700192,5fb01639,07/17/2011 05:25:00 AM,Sunday,Jul,17,2011,5,7,17,2011,GRAND LARCENY,FELONY,E,1,MANHATTAN,N.Y. TRANSIT POLICE,981349,198508,"(40.711543094, -74.010465578)"
700193,a57e31db,07/17/2011 05:30:00 AM,Sunday,Jul,17,2011,5,7,17,2011,FELONY ASSAULT,FELONY,F,71,BROOKLYN,N.Y. POLICE DEPT,1001029,182760,"(40.6683030300001, -73.939517526)"
700194,b7f50a73,07/17/2011 05:40:00 AM,Sunday,Jul,17,2011,5,7,17,2011,FELONY ASSAULT,FELONY,I,61,BROOKLYN,N.Y. POLICE DEPT,995597,159068,"(40.6032821570001, -73.9591383009999)"
700195,972e5541,07/17/2011 05:50:00 AM,Sunday,Jul,17,2011,5,7,17,2011,FELONY ASSAULT,FELONY,K,67,BROOKLYN,N.Y. POLICE DEPT,1004729,174146,"(40.644651706, -73.9262061539999)"
700196,8136aeb8,07/17/2011 06:30:00 AM,Sunday,Jul,17,2011,6,7,17,2011,FELONY ASSAULT,FELONY,E,104,QUEENS,N.Y. POLICE DEPT,1009937,194612,"(40.700812688, -73.9073613479999)"
700197,51bbdbba,07/17/2011 06:30:00 AM,Sunday,Jul,17,2011,6,7,17,2011,ROBBERY,FELONY,R,114,QUEENS,N.Y. POLICE DEPT,998290,217159,"(40.7627248150001, -73.949319165)"
700198,667f0ec1,07/17/2011 06:50:00 AM,Sunday,Jul,17,2011,6,7,17,2011,ROBBERY,FELONY,C,41,BRONX,N.Y. POLICE DEPT,1014776,237838,"(40.819441517, -73.8897132549999)"
700199,52c26270,07/17/2011 06:50:00 AM,Sunday,Jul,17,2011,6,7,17,2011,ROBBERY,FELONY,H,44,BRONX,N.Y. POLICE DEPT,1008338,241010,"(40.8281676550001, -73.912961872)"
700200,70cf9fd2,07/17/2011 07:00:00 AM,Sunday,Jul,17,2011,7,8,18,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,R,120,STATEN ISLAND,N.Y. POLICE DEPT,939256,166386,"(40.623261562, -74.162083702)"
700201,5d5d3d55,07/17/2011 07:00:00 AM,Sunday,Jul,17,2011,7,7,23,2011,GRAND LARCENY,FELONY,F,76,BROOKLYN,N.Y. POLICE DEPT,984020,188119,"(40.6830281750001, -74.000830717)"
700202,ee0e4d06,09/18/2011 03:00:00 PM,Sunday,Sep,18,2011,15,9,19,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,46,BRONX,N.Y. POLICE DEPT,1009582,247224,"(40.8452198000001, -73.908443339)"
700203,281fe58b,09/18/2011 03:15:00 PM,Sunday,Sep,18,2011,15,9,18,2011,GRAND LARCENY,FELONY,I,88,BROOKLYN,N.Y. POLICE DEPT,989174,191275,"(40.691689307, -73.982245485)"
700204,c243d9dd,09/18/2011 03:30:00 PM,Sunday,Sep,18,2011,15,9,18,2011,GRAND LARCENY,FELONY,E,68,BROOKLYN,N.Y. POLICE DEPT,976676,165942,"(40.622153897, -74.0272848559999)"
700205,97b299ee,09/18/2011 03:40:00 PM,Sunday,Sep,18,2011,15,9,18,2011,ROBBERY,FELONY,,18,MANHATTAN,N.Y. TRANSIT POLICE,988353,217918,"(40.764818269, -73.9851897729999)"
700206,512bfb6e,09/18/2011 04:00:00 PM,Sunday,Sep,18,2011,16,9,18,2011,FELONY ASSAULT,FELONY,M,75,BROOKLYN,N.Y. POLICE DEPT,1020953,182031,"(40.6662419130001, -73.867700751)"
700207,9c2c17ce,09/18/2011 04:00:00 PM,Sunday,Sep,18,2011,16,9,18,2011,FELONY ASSAULT,FELONY,B,76,BROOKLYN,N.Y. POLICE DEPT,980058,185367,"(40.675473567, -74.015114135)"
700208,be476beb,09/18/2011 04:00:00 PM,Sunday,Sep,18,2011,16,9,18,2011,BURGLARY,FELONY,G,111,QUEENS,N.Y. POLICE DEPT,1057007,215942,"(40.759096254, -73.737373573)"
700209,f1bec6a9,09/18/2011 04:00:00 PM,Sunday,Sep,18,2011,16,9,18,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,K,43,BRONX,N.Y. POLICE DEPT,1024386,244440,"(40.8375236630001, -73.85495359)"
700210,d13370cc,09/18/2011 04:10:00 PM,Sunday,Sep,18,2011,16,9,18,2011,GRAND LARCENY,FELONY,A,5,MANHATTAN,N.Y. POLICE DEPT,985587,198093,"(40.710404392, -73.9951788669999)"
700211,b67605d0,09/18/2011 04:10:00 PM,Sunday,Sep,18,2011,16,9,18,2011,GRAND LARCENY,FELONY,C,26,MANHATTAN,N.Y. POLICE DEPT,994794,234716,"(40.810918949, -73.961911642)"
700212,242c58e7,09/18/2011 04:30:00 PM,Sunday,Sep,18,2011,16,9,18,2011,GRAND LARCENY,FELONY,D,19,MANHATTAN,N.Y. POLICE DEPT,995727,224947,"(40.784104536, -73.958557908)"
700213,1fcc6eab,09/18/2011 04:40:00 PM,Sunday,Sep,18,2011,16,9,18,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,46,BRONX,N.Y. POLICE DEPT,1009736,250146,"(40.853239381, -73.907875626)"
700214,f104b1f6,09/18/2011 04:50:00 PM,Sunday,Sep,18,2011,16,9,18,2011,ROBBERY,FELONY,I,83,BROOKLYN,N.Y. POLICE DEPT,1006035,193764,"(40.6984955930001, -73.921436635)"
700215,b356477c,09/18/2011 04:50:00 PM,Sunday,Sep,18,2011,16,9,18,2011,GRAND LARCENY,FELONY,G,18,MANHATTAN,N.Y. POLICE DEPT,988604,217911,"(40.764798936, -73.984283677)"
700216,ff5f32e,09/18/2011 04:55:00 PM,Sunday,Sep,18,2011,16,9,18,2011,FELONY ASSAULT,FELONY,B,71,BROOKLYN,N.Y. POLICE DEPT,997696,182041,"(40.6663352240001, -73.9515335519999)"
700217,e75caa1a,09/18/2011 05:00:00 PM,Sunday,Sep,18,2011,17,9,18,2011,GRAND LARCENY,FELONY,D,46,BRONX,N.Y. POLICE DEPT,1014295,253237,"(40.8617089090001, -73.891382086)"
700218,890cf8d4,09/18/2011 05:00:00 PM,Sunday,Sep,18,2011,17,9,19,2011,GRAND LARCENY,FELONY,G,50,BRONX,N.Y. POLICE DEPT,1008473,260553,"(40.881806974, -73.912403449)"
700219,4e340f97,09/18/2011 05:10:00 PM,Sunday,Sep,18,2011,17,9,18,2011,GRAND LARCENY,FELONY,F,83,BROOKLYN,N.Y. POLICE DEPT,1000872,194189,"(40.6996733220001, -73.940055278)"
700220,91ade982,09/18/2011 05:20:00 PM,Sunday,Sep,18,2011,17,9,18,2011,GRAND LARCENY,FELONY,,24,MANHATTAN,N.Y. POLICE DEPT,993961,227581,"(40.7913362780001, -73.964931141)"
700221,cec1fb50,09/18/2011 05:30:00 PM,Sunday,Sep,18,2011,17,9,18,2011,FELONY ASSAULT,FELONY,G,71,BROOKLYN,N.Y. POLICE DEPT,1002904,181999,"(40.6662105020001, -73.932760748)"
700222,93209730,01/01/2012 12:00:00 PM,Sunday,Jan,1,2012,12,5,26,2012,GRAND LARCENY,FELONY,D,19,MANHATTAN,N.Y. POLICE DEPT,996909,223395,"(40.7798430940001, -73.954292621)"
700223,f12e56a8,01/01/2012 12:00:00 PM,Sunday,Jan,1,2012,12,1,13,2014,RAPE,FELONY,I,46,BRONX,N.Y. POLICE DEPT,1011881,250411,"(40.853960274, -73.900120875)"
700224,33f1e272,01/01/2012 12:00:00 PM,Sunday,Jan,1,2012,12,3,20,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,U,109,QUEENS,N.Y. POLICE DEPT,1032198,217060,"(40.762334218, -73.826917308)"
700225,97fab567,01/01/2012 12:15:00 PM,Sunday,Jan,1,2012,12,1,1,2012,GRAND LARCENY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,981101,162431,"(40.6125196080001, -74.011343277)"
700226,4f74557a,01/01/2012 12:16:00 PM,Sunday,Jan,1,2012,12,1,1,2012,GRAND LARCENY,FELONY,J,81,BROOKLYN,N.Y. POLICE DEPT,1005936,185942,"(40.677026245, -73.9218188419999)"
700227,3f2939a2,01/01/2012 12:30:00 PM,Sunday,Jan,1,2012,12,1,1,2012,FELONY ASSAULT,FELONY,P,73,BROOKLYN,N.Y. POLICE DEPT,1009491,177733,"(40.6544849490001, -73.909033059)"
700228,7ffe239b,01/01/2012 12:34:00 PM,Sunday,Jan,1,2012,12,1,2,2012,GRAND LARCENY,FELONY,G,17,MANHATTAN,N.Y. POLICE DEPT,993045,215899,"(40.7592732100001, -73.968254471)"
700229,4e7ac7a2,01/01/2012 12:50:00 PM,Sunday,Jan,1,2012,12,1,1,2012,GRAND LARCENY,FELONY,E,60,BROOKLYN,N.Y. POLICE DEPT,989209,148689,"(40.5747997460001, -73.9821505629999)"
700230,9dabd72,01/01/2012 01:00:00 PM,Sunday,Jan,1,2012,13,1,1,2012,GRAND LARCENY,FELONY,E,60,BROOKLYN,N.Y. POLICE DEPT,988845,148915,"(40.5754202680001, -73.9834606969999)"
700231,67ff57dd,01/01/2012 01:00:00 PM,Sunday,Jan,1,2012,13,1,1,2012,GRAND LARCENY,FELONY,G,70,BROOKLYN,N.Y. TRANSIT POLICE,998767,169858,"(40.6328938410001, -73.9476992099999)"
700232,ee985a3e,01/01/2012 01:00:00 PM,Sunday,Jan,1,2012,13,1,30,2012,BURGLARY,FELONY,G,66,BROOKLYN,N.Y. POLICE DEPT,990006,173131,"(40.6418875540001, -73.979260779)"
700233,72cfa24f,01/01/2012 01:00:00 PM,Sunday,Jan,1,2012,13,3,9,2012,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1031476,191314,"(40.691671727, -73.829704276)"
700234,32f961f5,01/01/2012 01:00:00 PM,Sunday,Jan,1,2012,13,1,2,2012,GRAND LARCENY,FELONY,A,52,BRONX,N.Y. POLICE DEPT,1009690,257590,"(40.873671035, -73.9080136489999)"
700235,9380d5e4,01/01/2012 01:30:00 PM,Sunday,Jan,1,2012,13,1,1,2012,ROBBERY,FELONY,G,75,BROOKLYN,N.Y. POLICE DEPT,1014909,183185,"(40.669432376, -73.8894818539999)"
700236,9ed53835,01/01/2012 01:30:00 PM,Sunday,Jan,1,2012,13,2,2,2012,GRAND LARCENY,FELONY,E,9,MANHATTAN,N.Y. POLICE DEPT,985980,203649,"(40.725654213, -73.9937598819999)"
700237,9179ca62,01/01/2012 01:30:00 PM,Sunday,Jan,1,2012,13,1,1,2012,GRAND LARCENY,FELONY,A,30,MANHATTAN,N.Y. POLICE DEPT,996322,238267,"(40.820663494, -73.956385411)"
700238,b3d590d7,01/01/2012 02:00:00 PM,Sunday,Jan,1,2012,14,1,1,2012,GRAND LARCENY,FELONY,C,73,BROOKLYN,N.Y. POLICE DEPT,1007359,184946,"(40.67428885, -73.9166920449999)"
700239,9058ce40,01/01/2012 02:00:00 PM,Sunday,Jan,1,2012,14,1,3,2012,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,985840,208153,"(40.738016617, -73.994263916)"
700240,35ce1ec,10/18/2011 12:30:00 PM,Tuesday,Oct,18,2011,12,10,18,2011,ROBBERY,FELONY,K,52,BRONX,N.Y. POLICE DEPT,1017290,259184,"(40.878020894, -73.880525184)"
700241,4e540de6,10/18/2011 12:35:00 PM,Tuesday,Oct,18,2011,12,10,18,2011,GRAND LARCENY,FELONY,G,115,QUEENS,N.Y. POLICE DEPT,1016047,212416,"(40.7496604670001, -73.8852415539999)"
700242,548d0589,10/18/2011 12:40:00 PM,Tuesday,Oct,18,2011,12,10,18,2011,GRAND LARCENY,FELONY,K,110,QUEENS,N.Y. TRANSIT POLICE,1027679,214505,"(40.755344758, -73.843246598)"
700243,a77b0e92,10/18/2011 12:50:00 PM,Tuesday,Oct,18,2011,12,10,18,2011,GRAND LARCENY,FELONY,D,68,BROOKLYN,N.Y. POLICE DEPT,975830,164418,"(40.6179700710001, -74.0303304559999)"
700244,b114d018,10/18/2011 01:00:00 PM,Tuesday,Oct,18,2011,13,10,19,2011,GRAND LARCENY,FELONY,P,67,BROOKLYN,N.Y. POLICE DEPT,1008789,177637,"(40.6542234230001, -73.9115634089999)"
700245,5716526d,10/18/2011 01:00:00 PM,Tuesday,Oct,18,2011,13,10,21,2011,GRAND LARCENY,FELONY,A,106,QUEENS,N.Y. POLICE DEPT,1028526,180392,"(40.661708596, -73.840413715)"
700246,f62989b7,10/18/2011 01:00:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,ROBBERY,FELONY,G,88,BROOKLYN,N.Y. POLICE DEPT,992758,191803,"(40.6931358260001, -73.969320904)"
700247,951ea91c,10/18/2011 01:00:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,ROBBERY,FELONY,G,90,BROOKLYN,N.Y. HOUSING POLICE,1001438,194908,"(40.701645727, -73.9380122009999)"
700248,1cf67f23,10/18/2011 01:00:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,BURGLARY,FELONY,K,108,QUEENS,N.Y. POLICE DEPT,1012520,210878,"(40.745451024, -73.897977452)"
700249,7e0f71df,10/18/2011 01:13:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,ROBBERY,FELONY,A,49,BRONX,N.Y. POLICE DEPT,1020569,249010,"(40.850083485, -73.868723111)"
700250,bc7c0,10/18/2011 01:23:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,BURGLARY,FELONY,E,49,BRONX,N.Y. POLICE DEPT,1021163,252160,"(40.8587268250001, -73.866558702)"
700251,283bfb32,10/18/2011 01:30:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,ROBBERY,FELONY,H,68,BROOKLYN,N.Y. POLICE DEPT,974982,166971,"(40.6249766780001, -74.0333884739999)"
700252,6d3d5a39,10/18/2011 01:40:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,GRAND LARCENY,FELONY,F,10,MANHATTAN,N.Y. POLICE DEPT,984809,214773,"(40.7561869830001, -73.997983742)"
700253,38ba98fa,10/18/2011 01:40:00 PM,Tuesday,Oct,18,2011,13,10,20,2011,GRAND LARCENY,FELONY,D,43,BRONX,N.Y. POLICE DEPT,1024625,239822,"(40.824847505, -73.854117661)"
700254,349b0af3,10/18/2011 01:50:00 PM,Tuesday,Oct,18,2011,13,10,18,2011,GRAND LARCENY,FELONY,B,14,MANHATTAN,N.Y. TRANSIT POLICE,990886,213048,"(40.7514498240001, -73.976050545)"
700255,2743afce,10/18/2011 01:50:00 PM,Tuesday,Oct,18,2011,13,10,19,2011,GRAND LARCENY,FELONY,H,50,BRONX,N.Y. POLICE DEPT,1007926,262964,"(40.888425897, -73.914373051)"
700256,6b46b3b3,10/18/2011 02:00:00 PM,Tuesday,Oct,18,2011,14,10,19,2011,GRAND LARCENY,FELONY,I,66,BROOKLYN,N.Y. POLICE DEPT,984461,172533,"(40.640248039, -73.999241162)"
700257,bc999116,10/18/2011 02:00:00 PM,Tuesday,Oct,18,2011,14,10,18,2011,GRAND LARCENY,FELONY,E,88,BROOKLYN,N.Y. POLICE DEPT,991221,188242,"(40.6833630400001, -73.974867134)"
700258,66acd8b,10/18/2011 02:00:00 PM,Tuesday,Oct,18,2011,14,10,18,2011,GRAND LARCENY,FELONY,E,13,MANHATTAN,N.Y. POLICE DEPT,986871,207724,"(40.7368388730001, -73.990543709)"
700259,d76805cc,10/18/2011 02:00:00 PM,Tuesday,Oct,18,2011,14,10,18,2011,FELONY ASSAULT,FELONY,I,44,BRONX,N.Y. POLICE DEPT,1007458,243111,"(40.833936652, -73.916134394)"
700260,aba40ee4,12/16/2010 09:05:00 PM,Thursday,Dec,16,2010,21,12,16,2010,FELONY ASSAULT,FELONY,I,102,QUEENS,N.Y. POLICE DEPT,1025500,192503,"(40.694965122, -73.851246434)"
700261,a5dbc07,12/16/2010 09:30:00 PM,Thursday,Dec,16,2010,21,12,16,2010,BURGLARY,FELONY,K,113,QUEENS,N.Y. POLICE DEPT,1041092,188537,"(40.683992984, -73.79505248)"
700262,bfe58500,12/16/2010 09:30:00 PM,Thursday,Dec,16,2010,21,12,16,2010,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,106,QUEENS,N.Y. POLICE DEPT,1035020,190806,"(40.6902577660001, -73.8169284589999)"
700263,83e088f4,12/16/2010 09:40:00 PM,Thursday,Dec,16,2010,21,12,16,2010,FELONY ASSAULT,FELONY,F,50,BRONX,N.Y. POLICE DEPT,1010984,261034,"(40.8831199200001, -73.9033209689999)"
700264,1eea38ec,12/16/2010 09:50:00 PM,Thursday,Dec,16,2010,21,12,16,2010,ROBBERY,FELONY,F,26,MANHATTAN,N.Y. POLICE DEPT,997662,235571,"(40.813261798, -73.95154939)"
700265,8ab26fe8,12/16/2010 09:52:00 PM,Thursday,Dec,16,2010,21,12,20,2010,GRAND LARCENY,FELONY,A,50,BRONX,N.Y. POLICE DEPT,1014122,261650,"(40.8848005830001, -73.891970011)"
700266,cb0dadce,12/16/2010 09:55:00 PM,Thursday,Dec,16,2010,21,12,16,2010,GRAND LARCENY,FELONY,B,14,MANHATTAN,N.Y. POLICE DEPT,990547,212919,"(40.751095999, -73.977274198)"
700267,d958eb39,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,30,2010,GRAND LARCENY,FELONY,A,113,QUEENS,PORT AUTHORITY,1046367,186986,"(40.679700408, -73.776047368)"
700268,54fed79b,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,17,2010,GRAND LARCENY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,984140,163034,"(40.6141752780001, -74.000397641)"
700269,38d9cfae,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,17,2010,BURGLARY,FELONY,H,62,BROOKLYN,N.Y. POLICE DEPT,984298,163775,"(40.61620917, -73.999828549)"
700270,152ecfc0,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,17,2010,GRAND LARCENY,FELONY,G,66,BROOKLYN,N.Y. POLICE DEPT,992439,173351,"(40.642489492, -73.970493655)"
700271,74b956a5,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,17,2010,GRAND LARCENY OF MOTOR VEHICLE,FELONY,J,106,QUEENS,N.Y. POLICE DEPT,1035186,182633,"(40.667823823, -73.816391649)"
700272,c435270c,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,17,2010,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,75,BROOKLYN,N.Y. POLICE DEPT,1016176,187335,"(40.680818705, -73.884894919)"
700273,d581a436,12/16/2010 10:00:00 PM,Thursday,Dec,16,2010,22,12,19,2010,GRAND LARCENY,FELONY,G,5,MANHATTAN,N.Y. TRANSIT POLICE,983125,199091,"(40.713143696, -74.004059506)"
