datetimestop,frisked,searched,arstmade,sumissue,gun_found,other_found,was_force_used,forceuse_reason,ac_ongoing_report,ac_miscellaneous,longitude,latitude,cs_objcs,cs_descr,cs_casng,cs_lkout,cs_cloth,cs_drgtr,cs_furtv,cs_vcrim,cs_bulge,cs_other,race,age,sex,weight,year,ser_num,pct,beat,sector,xcoord,ycoord,addrpct,addrnum,stname,stinter,crossst,premname,arstoffn,sumoffen,crimsusp,detailcm
2015-02-10 22:10,Y,Y,N,N,N,N,Y,,Y,N,-73.84258,40.6678,N,N,Y,N,N,N,N,N,N,N,W,18,M,180,2015,199,106,,C,1027921,182613,106,92-01,153 AVENUE,CROSS BAY BOULEVARD,151 AVENUE,LOT,,,FELONY,14
2015-02-10 22:10,Y,Y,N,N,N,N,Y,,Y,N,-73.84258,40.6678,N,N,Y,N,N,N,N,N,N,N,W,19,M,170,2015,196,106,,C,1027921,182613,106,92-01,153 AVENUE,CROSS BAY BOULEVARD,151 AVENUE,LOT,,,FELONY,14
2015-02-10 22:10,Y,Y,N,N,N,N,Y,,Y,N,-73.84258,40.6678,N,N,Y,N,N,N,N,N,N,N,W,19,M,180,2015,198,106,,C,1027921,182613,106,92-01,153 AVENUE,CROSS BAY BOULEVARD,151 AVENUE,LOT,,,FELONY,14
2015-02-10 22:10,Y,Y,N,N,N,N,Y,,Y,N,-73.84258,40.6678,N,N,Y,N,N,N,N,N,N,N,W,18,M,150,2015,197,106,,C,1027921,182613,106,92-01,153 AVENUE,CROSS BAY BOULEVARD,151 AVENUE,,,,FELONY,14
2015-02-10 22:15,Y,Y,Y,N,Y,Y,Y,DS,N,Y,-73.85819,40.88377,N,N,N,Y,N,N,N,N,N,N,B,17,M,170,2015,65,47,,B,1023463,261291,47,827,EAST 221 STREET,BRONXWOOD AVENUE,BARNES AVENUE,SIDEWALK,CPW,,FEL,20
2015-02-10 22:15,Y,Y,Y,N,Y,Y,Y,DS,N,Y,-73.85819,40.88377,N,N,N,Y,N,N,N,N,N,N,P,16,M,175,2015,66,47,,B,1023463,261291,47,827,EAST 221 STREET,BRONXWOOD AVENUE,BARNES AVENUE,SIDEWALK,CPW,,FEL,20
2015-02-10 22:20,Y,Y,N,N,N,N,Y,,Y,Y,-73.95877,40.64629,N,Y,N,N,N,N,N,N,Y,N,B,20,M,150,2015,66,70,20,I,995692,174740,70,2111,REGENT PLACE,FLATBUSH AVENUE,EAST 21 STREET,PRIVATE HOUSE,,,FELONY/ROBBERY,85
2015-02-10 22:40,Y,Y,N,N,N,Y,N,,Y,Y,-73.97779,40.72128,N,N,N,Y,N,N,Y,N,N,Y,Q,59,M,220,2015,60,9,1,A,990407,202058,9,,,EAST 4 STREET,AVENUE D,SIDEWALK,,,FEL,20
2015-02-10 22:42,N,N,N,N,N,N,N,,N,N,-74.13477,40.63602,N,N,Y,N,N,N,N,N,N,N,B,21,M,185,2015,164,121,,C,946845,171026,121,,,CASTLETON AVENUE,PORT RICHMOND AVENUE,COMMERCIAL,,,FEL,85
2015-02-10 22:42,Y,N,N,Y,N,N,N,,N,Y,-73.99818,40.57909,N,N,Y,N,N,N,Y,N,N,N,Q,19,M,130,2015,55,60,,H,984756,150254,60,3162,BAY VIEW AVENUE,WEST 33 STREET,NEPTUNE AVENUE,,,240.20,CPW,20
2015-02-10 22:45,Y,N,N,N,N,N,Y,SF,N,Y,-73.92413,40.84246,N,N,Y,N,Y,N,Y,N,N,N,Q,16,M,160,2015,132,44,,K,1005241,246219,44,,,WEST 171 STREET,OGDEN AVENUE,STREET,,,CPW,20
2015-02-10 22:50,N,N,N,N,N,N,N,,N,Y,-74.1172,40.63457,N,Y,Y,N,N,N,N,N,N,Y,B,32,M,150,2015,79,120,,J,951721,170488,120,,,CASTLETON AVENUE,BROADWAY,STREET,,,GLA,46
2015-02-10 22:50,N,N,Y,N,N,N,Y,SF,N,Y,-73.8789,40.83468,N,N,N,N,N,N,N,N,N,Y,B,21,M,145,2015,90,43,,H,1017761,243396,43,1420,BRONX RIVER AVENUE,EAST 177 STREET,EAST 174 STREET,STAIRWELL,CPM,,MISD,27
2015-02-10 23:00,Y,Y,N,Y,N,Y,Y,DS,N,Y,-74.15641,40.63202,N,N,N,N,N,N,Y,N,N,N,B,51,M,280,2015,127,121,,B,940837,169577,121,61,MAPLE PARKWAY,DERUYTER PLACE,LINDEN AVENUE,RESIDENTIAL,,270.20(1),MISDEMEANOR,20
2015-02-10 23:00,Y,N,N,N,N,N,N,,Y,Y,-73.76363,40.65971,N,Y,N,N,N,N,N,N,N,N,B,22,M,170,2015,85,105,3,A,1049830,179715,105,,,184 STREET,147 AVENUE,STREET,,,FEL,85
2015-02-10 23:15,Y,N,N,N,N,N,N,,N,N,-73.9225,40.65957,N,N,N,N,N,N,Y,N,N,N,B,28,M,200,2015,142,67,,M,1005752,179585,67,,,CLARKSON AVENUE,EAST 94 STREET,,,,FEL,20
2015-02-10 23:30,Y,N,N,N,N,N,N,,N,Y,-73.92769,40.65398,N,N,N,Y,N,N,Y,N,N,N,B,17,M,130,2015,131,67,,I,1004313,177549,67,,,EAST 53 STREET,LINDEN BOULEVARD,,,,FEL,20
2015-02-10 23:30,Y,N,N,N,N,N,N,,N,Y,-73.92769,40.65398,N,N,N,Y,N,N,Y,N,N,N,B,26,M,150,2015,130,67,,I,1004313,177549,67,,,EAST 53 STREET,LINDEN BOULEVARD,,,,FEL,20
2015-02-10 23:30,Y,N,N,N,N,N,N,,N,Y,-73.92769,40.65398,N,N,N,Y,N,N,Y,N,N,N,B,22,M,180,2015,129,67,,I,1004313,177549,67,,,EAST 53 STREET,LINDEN BOULEVARD,,,,FEL,20
2015-02-10 23:35,Y,N,N,N,N,N,N,,Y,Y,-73.93979,40.78864,N,N,Y,Y,N,N,Y,Y,N,N,P,16,M,110,2015,52,23,,A,1000923,226604,23,425,EAST 105 STREET,ROOSEVELT DRIVE,1 AVENUE,LOBBY,,,FEL,20
2015-02-10 23:40,Y,N,N,N,N,N,N,,N,Y,-73.93671,40.82993,N,N,N,N,N,N,Y,N,N,N,B,17,M,130,2015,42,32,15,P,1001766,241651,32,2955,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET,HALLWAY,,,CT,31
2015-02-10 23:40,Y,N,N,N,N,N,N,,N,N,-73.93671,40.82993,N,N,N,N,N,N,Y,N,N,N,B,16,M,140,2015,40,32,15,P,1001766,241651,32,2955,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET,HALLWAY,,,CT,31
2015-02-10 23:40,Y,N,N,N,N,N,N,,N,Y,-73.93671,40.82993,N,N,N,N,N,N,Y,N,N,N,B,18,M,140,2015,39,32,15,P,1001766,241651,32,2955,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET,HALLWAY,,,CT,31
2015-02-10 23:40,Y,N,N,N,N,N,N,,N,Y,-73.93671,40.82993,N,N,N,N,N,N,Y,N,N,N,B,18,M,150,2015,41,32,15,P,1001766,241651,32,2955,8 AVENUE,COLONIAL PARK HOUSES,WEST 155 STREET,HALLWAY,,,CRIM TRES,31
2015-02-11 00:02,Y,N,N,N,N,N,Y,DS,Y,Y,-73.90597,40.64024,N,N,Y,Y,N,N,N,N,N,N,B,35,M,140,2015,19,69,,C,1010345,172546,69,,,FLATLANDS AVENUE,REMSEN AVENUE,STREET,,,CPW,20
2015-02-11 00:06,Y,Y,N,N,N,N,N,,N,N,-73.91341,40.65141,N,N,N,N,N,N,Y,N,N,N,B,30,M,220,2015,143,67,,P,1008278,176614,67,,,EAST 94 STREET,AVENUE B,,,,FEL,20
2015-02-11 00:18,Y,N,N,N,N,N,Y,,Y,Y,,,N,Y,N,N,N,N,N,N,N,N,Q,32,M,180,2015,46,40,,,,,40,,,,,,,,FELONY,85
2015-02-11 00:20,Y,Y,N,N,N,N,N,,Y,Y,-74.08804,40.6377,N,Y,N,N,N,N,N,N,N,N,Q,46,M,200,2015,64,120,,H,959815,171620,120,,,BRIGHTON AVENUE,YORK AVENUE,STREET,,,CPW,20
2015-02-11 00:25,Y,N,Y,N,N,Y,N,,N,Y,-73.8888,40.82626,N,N,N,N,N,N,Y,N,Y,N,Q,24,M,170,2015,102,41,10,J,1015024,240325,41,,,BRYANT AVENUE,WESTCHESTER AVENUE,STREET,CPCS 4,,CPW,20
2015-02-11 00:43,Y,N,N,N,N,N,N,,Y,Y,-73.93885,40.84468,N,Y,Y,N,Y,N,Y,N,N,N,B,23,M,160,2015,42,33,9,C,1001168,247023,33,,,BROADWAY,WEST 173 STREET,STREET,,,FELONY,20
2015-02-11 00:45,N,N,N,N,N,N,N,,N,Y,-74.10552,40.6347,N,N,Y,Y,Y,N,Y,Y,N,N,B,28,M,160,2015,65,120,,J,954962,170533,120,,,HOYT AVENUE,CASTLETON AVENUE,STREET CORNER,,,GRAND LARCENY,45
2015-02-11 00:50,Y,N,N,N,N,N,Y,OT,N,Y,-73.958,40.71086,N,N,Y,Y,N,N,Y,N,N,N,P,17,M,160,2015,48,90,,B,995893,198266,90,,,SOUTH 3 STREET,HAVEMEYER STREET,STREET,,,FEL,85
2015-02-11 00:50,Y,N,N,N,N,N,N,,N,Y,-73.958,40.71086,N,N,Y,Y,N,N,Y,N,N,N,Q,19,M,200,2015,49,90,,B,995893,198266,90,,,SOUTH 3 STREET,HAVEMEYER STREET,STREET,,,FEL,85
2015-02-11 00:55,Y,N,N,Y,N,N,Y,,N,Y,-73.89256,40.86052,N,N,N,N,N,N,Y,N,N,N,B,35,M,170,2015,8,48,1,A,1013968,252807,48,,,WEBSTER AVENUE,EAST 189 STREET,PUBLIC STREET / VEH,,PUBLIC URINAT,CPW,20
2015-02-11 00:56,Y,N,N,N,N,N,N,,Y,Y,-73.8004,40.71113,N,Y,N,N,N,N,N,N,N,N,B,39,M,300,2015,68,107,,C,1039585,198424,107,,,86 ROAD,164 STREET,STREET,,,FORCIBLE TOUCHING,113
2015-02-11 11:02,N,Y,N,N,N,Y,N,,N,N,,,Y,N,N,N,N,N,N,N,Y,N,P,30,M,160,2015,47,13,,C,,,13,,,UNION SQUARE EAST,EAST 14 STREET,,,,MISD,20
2015-02-11 12:02,N,N,N,N,N,N,N,,N,Y,-73.95973,40.65505,N,N,N,N,N,N,N,N,N,Y,P,36,M,150,2015,17,71,10,C,995424,177932,71,735,FLATBUSH AVENUE,CLARKSON AVENUE,PARKSIDE AVENUE,,,,FEL,46
2015-02-11 14:03,Y,N,N,N,N,N,Y,DS,N,Y,-73.94029,40.83527,N,N,N,N,N,N,N,Y,N,N,B,33,M,200,2015,16,33,4,A,1000772,243594,33,2036,AMSTERDAM AVENUE,WEST 161 STREET,WEST 160 STREET,APARTMENT BUILDING,,,FELONY,20
2015-02-11 21:05,N,N,N,N,N,N,N,,N,N,-73.81523,40.66379,N,N,N,N,N,Y,N,N,N,N,A,18,F,100,2015,260,106,,M,1035510,181168,106,,,126 STREET,152 AVENUE,STREET,,,FELONY,28
2015-02-11 21:05,N,N,N,N,N,N,N,,N,N,-73.81523,40.66379,N,N,N,N,N,Y,N,N,N,N,A,22,F,120,2015,259,106,,M,1035510,181168,106,,,126 STREET,152 AVENUE,STREET,,,FELONY,28
2015-02-11 21:05,Y,N,N,N,N,N,N,,N,N,-73.81523,40.66379,N,N,N,N,N,Y,N,N,N,N,A,27,M,210,2015,258,106,,M,1035510,181168,106,,,126 STREET,152 AVENUE,STREET,,,FELONY,28
2015-02-11 21:05,Y,N,Y,N,N,Y,N,,N,N,-73.81523,40.66379,N,N,N,N,N,Y,N,N,N,N,B,26,M,190,2015,257,106,,M,1035510,181168,106,,,126 STREET,152 AVENUE,STREET,CPCS,,FELONY,28
2015-02-11 22:00,Y,N,N,N,N,N,Y,DS,Y,N,-73.93202,40.75379,N,Y,N,N,N,N,N,N,N,N,Q,37,M,165,2015,129,114,,E,1003084,213909,114,,,31 STREET,38 AVENUE,PUBLIC SIDEWALK,,,FELONY,20
2015-02-11 22:00,Y,N,N,N,N,N,Y,DS,Y,N,-73.93202,40.75379,N,Y,N,N,N,N,N,N,N,N,W,41,M,170,2015,128,114,,E,1003084,213909,114,,,31 STREET,38 AVENUE,PUBLIC SIDEWALK,,,FELONY,20
2015-02-11 31:09,N,N,Y,N,N,N,Y,OT,Y,Y,-73.94465,40.81401,N,N,N,N,N,Y,N,N,N,Y,B,26,M,180,2015,67,32,6,C,999572,235848,32,,,7 AVENUE,WEST 133 STREET,FOOD STORE,ASSAULT 3,,MISD,9
2015-02-11 33:00,Y,N,N,N,N,N,N,,N,N,-73.90282,40.88169,N,N,Y,N,N,N,N,N,N,N,W,38,F,170,2015,14,50,,F,1011122,260515,50,,,BROADWAY,WEST 234 STREET,STREET,,,FELONY,10
2015-02-11 33:00,Y,N,N,N,N,Y,Y,DS,Y,Y,-73.76797,40.66035,N,N,N,N,N,N,N,N,Y,N,P,28,M,210,2015,81,105,3,A,1048627,179944,105,,,147 AVENUE,BREWER BOULEVARD,CAR,,,FEL,20
2015-02-11 33:06,Y,N,N,N,N,N,N,,Y,Y,-73.9114,40.705,N,Y,N,N,N,N,N,N,N,Y,B,19,M,160,2015,19,104,,F,1008816,196140,104,,,BLEECKER STREET,SENECA AVENUE,STREET,,,GLA,46
2015-02-11 33:06,Y,N,N,N,N,N,Y,SF,Y,Y,-73.9114,40.705,N,Y,N,N,N,N,Y,N,N,Y,B,24,M,190,2015,18,104,,F,1008816,196140,104,,,SENECA AVENUE,BLEECKER STREET,STREET,,,GLA,46
2015-02-11 51:05,Y,Y,N,N,N,N,Y,DS,Y,Y,-74.22131,40.55025,N,Y,N,N,N,N,Y,N,N,N,P,22,M,160,2015,19,123,,D,922746,139826,123,,,ARTHUR KILL ROAD,BLOOMINGDALE ROAD,STREET,,,MISD,68
2015-02-11 61:05,Y,N,N,Y,N,N,N,,Y,Y,-73.94666,40.80327,N,Y,N,N,N,N,N,N,N,N,B,25,M,180,2015,28,28,,C,999016,231935,28,50,WEST 119 STREET,LENOX AVENUE,5 AVENUE,APT BUILDING,,TRESSPASS,MISD,31
2015-02-11 64:09,Y,Y,N,N,N,N,Y,OT,N,Y,-73.94972,40.64508,N,Y,N,N,N,N,N,N,N,N,B,28,M,160,2015,173,67,,B,998204,174300,67,2910,BEVERLEY ROAD,NOSTRAND AVENUE,EAST 29 STREET,STREET,,,FEL,20
2015-02-11 10:15,Y,N,N,N,N,N,Y,DS,Y,N,-73.85706,40.88175,N,N,N,N,N,N,Y,N,N,Y,B,45,M,200,2015,48,47,,C,1023777,260554,47,,,BRONXWOOD AVENUE,EAST 219 STREET,STREET,,,FEL/CPW,20
2015-02-11 10:40,Y,N,N,Y,N,N,N,,N,Y,-73.93154,40.66434,N,N,N,N,N,N,Y,N,N,N,B,23,M,180,2015,22,71,11,H,1003243,181322,71,,,UTICA AVENUE,MONTGOMERY STREET,STREET,,306B,CPW,20
2015-02-11 10:49,N,N,N,N,N,N,N,,Y,Y,-73.88225,40.83039,Y,Y,N,N,N,N,N,N,N,N,B,24,F,110,2015,102,43,,H,1016835,241831,43,1267,BRONX RIVER AVENUE,EAST 172 STREET,WESTCHESTER AVENUE,STREET,,,FEL,14
2015-02-11 10:55,Y,N,N,N,N,N,Y,DS,N,Y,-73.73109,40.67643,N,N,Y,N,N,N,N,N,N,N,B,23,M,180,2015,89,105,8,D,1058841,185831,105,,,132 AVENUE,BROOKVILLE BOULEVARD,STREET,,,FEL,14
2015-02-11 11:20,Y,N,Y,N,N,Y,N,,N,Y,-73.93742,40.80438,N,N,N,N,N,N,Y,N,N,N,P,43,M,189,2015,93,25,,B,1001575,232339,25,,,LEXINGTON AVENUE,EAST 125 STREET,,220.50,,MISD,23
2015-02-11 11:20,N,N,Y,N,N,Y,N,,N,Y,-73.93742,40.80438,N,N,N,N,N,N,Y,N,N,N,Q,43,M,189,2015,112,25,,B,1001575,232339,25,,,LEXINGTON AVENUE,EAST 125 STREET,,220.50,,FEL,45
2015-02-11 11:47,Y,Y,Y,N,N,N,N,,N,Y,-73.85151,40.68192,N,N,N,N,N,N,Y,Y,N,N,B,17,M,160,2015,110,102,,D,1025435,187752,102,88-14,102 AVENUE,89 STREET,88 STREET,,140.10,,BURG,14
2015-02-11 11:47,Y,Y,Y,N,N,N,N,,N,Y,-73.85151,40.68192,N,N,N,N,N,N,Y,Y,N,N,B,14,M,170,2015,111,102,,D,1025435,187752,102,88-14,102 AVENUE,89 STREET,88 STREET,YARD,140.10,,BURG,14
2015-02-11 11:55,N,N,N,N,N,N,N,,Y,Y,-73.74571,40.75158,N,N,Y,N,N,N,N,N,N,N,Q,33,M,185,2015,41,111,,A,1054705,213200,111,,,233 STREET,EAST HAMPTON BOULEVARD,STREET,,,FEL,14
2015-02-11 12:00,N,N,N,N,N,N,N,,Y,Y,-74.14587,40.56108,N,N,Y,Y,N,N,N,N,N,N,Q,32,M,155,2015,110,122,,K,943720,143728,122,,,SANDALWOOD DRIVE,COTTONWOOD COURT,RESIDENTIAL,,,BURG,14
2015-02-11 12:05,Y,N,N,N,N,N,N,,N,Y,-73.9633,40.65068,N,N,N,N,N,N,Y,Y,N,Y,Q,30,M,280,2015,67,70,23,J,994433,176338,70,25,EAST 18 STREET,CHURCH AVENUE,CATON AVENUE,SIDEWALK,,,FELONY/CPW,20
2015-02-11 12:15,Y,N,N,N,N,N,N,,N,Y,-73.72575,40.68094,N,N,Y,Y,N,N,N,N,N,N,B,28,M,190,2015,79,105,8,D,1060315,187482,105,,,HOOK CREEK BOULEVARD,128 ROAD,STREET,,,FEL,14
2015-02-11 12:50,N,N,N,N,N,N,N,,N,Y,-73.95045,40.82643,N,Y,N,N,N,N,N,N,N,N,B,25,M,175,2015,32,30,,C,997963,240372,30,,,BROADWAY,WEST 145 STREET,,,,FEL  / ROBBERY,85
2015-02-11 13:00,Y,Y,Y,N,N,N,Y,,N,Y,-73.85631,40.69268,N,N,Y,N,N,N,N,N,N,N,Q,25,M,175,2015,151,102,,D,1024096,191671,102,,,JAMAICA AVENUE,88 STREET,STREET,VTL 511,,GLA,46
2015-02-11 13:30,N,N,N,N,N,N,Y,SF,Y,N,,,N,Y,N,N,N,N,N,N,N,N,P,16,F,180,2015,47,47,,B,,,47,,,WHITE PLAINS ROAD,EAST GUN HILL ROAD,STREET,,,MISD/TOS,96
2015-02-11 13:30,N,N,N,N,N,N,Y,SF,Y,N,,,N,Y,N,N,N,N,N,N,N,N,B,20,M,160,2015,46,47,,B,,,47,,,WHITE PLAINS ROAD,EAST GUN HILL ROAD,STREET,,,MISD/TOS,96
2015-02-11 13:35,Y,Y,N,N,N,N,Y,OT,N,Y,-73.96733,40.58153,N,N,N,N,N,N,N,N,N,Y,W,45,M,230,2015,52,60,,D,993324,151146,60,,,WEST AVENUE,OCEAN PARKWAY,PUBLIC ROADWAY,,,CRIM MISC.,23
2015-02-11 13:45,Y,Y,Y,N,N,Y,Y,DS,N,Y,-73.94162,40.79863,N,N,Y,N,N,N,N,N,N,Y,B,33,M,180,2015,91,25,,B,1000414,230243,25,,,LEXINGTON AVENUE,EAST 116 STREET,,170.10,,FEL,37
2015-02-11 14:00,N,N,Y,N,N,N,N,,Y,Y,-73.83013,40.76622,N,N,Y,Y,N,N,N,N,N,N,P,20,M,180,2015,35,109,,J,1031304,218478,109,34-20,137 STREET,LEAVITT STREET,34 AVENUE,STAIRWAY,CRIMINAL TRESPASS,,CRIM TRES,31
2015-02-11 14:00,N,N,Y,N,N,N,N,,Y,Y,-73.83013,40.76622,N,N,Y,Y,N,N,N,N,N,N,P,19,M,165,2015,37,109,,J,1031304,218478,109,34-20,137 STREET,LEAVITT STREET,34 AVENUE,STAIRWAY,CRIMINAL TRESPASS,,CRIM TRES,31
2015-02-11 14:00,N,N,Y,N,N,N,N,,Y,Y,-73.83013,40.76622,N,N,Y,Y,N,N,N,N,N,N,P,21,M,180,2015,36,109,,J,1031304,218478,109,34-20,137 STREET,LEAVITT STREET,34 AVENUE,STAIRWAY,CRIMINAL TRESPASS,,CRIM TRES,31
2015-02-11 14:10,Y,N,N,N,N,N,N,,N,Y,-73.93154,40.64431,N,N,N,N,N,N,Y,N,N,N,B,33,M,180,2015,136,67,,F,1003249,174024,67,,,CLARENDON ROAD,EAST 48 STREET,,,,FEL,20
2015-02-11 14:20,N,N,N,N,N,N,N,,Y,N,-73.93744,40.85338,N,Y,N,N,N,N,N,N,N,N,Q,18,M,140,2015,28,34,2,B,1001558,250193,34,,,FORT WASHINGTON AVENUE,WEST 185 STREET,STREET,,,FEL,85
2015-02-11 14:20,Y,N,N,N,N,N,N,,Y,N,-73.93744,40.85338,N,Y,N,N,N,N,N,N,N,N,Q,17,M,140,2015,27,34,2,B,1001558,250193,34,,,FORT WASHINGTON AVENUE,WEST 185 STREET,STREET,,,FEL,45
2015-02-11 14:26,Y,N,N,N,N,N,N,,N,Y,,,N,N,Y,N,N,N,N,N,N,N,Z,44,M,215,2015,56,13,,C,,,13,,,UNION SQUARE EAST,EAST 14 STREET,,,,FEL,45
2015-02-11 14:35,N,N,N,N,N,N,N,,N,Y,,,N,N,Y,Y,N,N,N,N,N,N,B,48,M,165,2015,49,13,,C,,,13,,,UNION SQUARE EAST,EAST 14 STREET,,,,FEL,45
2015-02-11 14:45,N,N,N,N,N,N,N,,N,Y,-73.81324,40.70835,N,N,Y,Y,N,N,N,N,N,N,W,20,M,170,2015,74,107,,A,1036029,197403,107,,,143 STREET,86 AVENUE,SIDEWALK,,,ROBBERY,85
2015-02-11 15:15,Y,Y,N,N,N,N,N,,Y,Y,-73.93141,40.66133,N,Y,Y,Y,N,Y,Y,N,N,N,B,19,M,160,2015,41,71,9,I,1003281,180224,71,,,UTICA AVENUE,MIDWOOD STREET,STREET,,,FEL,20
2015-02-11 15:15,Y,Y,N,N,N,N,Y,OT,Y,Y,-73.93141,40.66133,N,Y,Y,Y,N,Y,Y,N,N,N,B,23,M,160,2015,42,71,9,I,1003281,180224,71,,,UTICA AVENUE,MIDWOOD STREET,STREET,,,FEL,20
2015-02-11 15:24,N,N,N,N,N,N,N,,Y,N,-73.98441,40.77481,N,Y,N,N,N,N,N,N,N,N,B,41,M,210,2015,26,20,,A,988567,221561,20,,,AMSTERDAM AVENUE,WEST 66 STREET,PUBLIC SCHOOL,,,MISDEMEANOR,34
2015-02-11 15:50,N,N,N,N,N,N,Y,DS,N,Y,-73.98069,40.7272,N,Y,N,N,N,N,N,N,N,N,B,15,M,135,2015,65,9,5,B,989603,204217,9,331,EAST 10 STREET,AVENUE B,AVENUE A,PUBLIC LIBRARY,,,TRESSPASS,31
2015-02-11 16:00,N,N,N,N,N,N,N,,Y,Y,-74.15436,40.56383,N,N,Y,Y,N,N,N,N,N,N,W,27,M,165,2015,109,122,,A,941361,144733,122,,,DALEHAM STREET,MILES AVENUE,RESIDENTIAL,,,BURGLARY,14
2015-02-11 16:25,Y,N,N,N,N,N,Y,SF,N,Y,-73.8394,40.68103,N,N,N,N,N,N,Y,N,N,Y,A,20,M,150,2015,182,106,,F,1028793,187436,106,104-53,101 STREET,107 AVENUE,LIBERTY AVENUE,STREET/CAR,,,FELONY,46
2015-02-11 16:25,Y,N,N,Y,N,N,Y,OT,N,Y,-73.8394,40.68103,N,N,N,N,N,N,Y,N,N,Y,Q,26,M,130,2015,181,106,,F,1028793,187436,106,104-53,101 STREET,107 AVENUE,LIBERTY AVENUE,STREET/CAR,,UNLICENSED OF,FELONY,46
2015-02-11 16:35,Y,N,N,N,N,N,N,,N,Y,-73.84445,40.75774,N,N,N,N,N,N,N,N,N,Y,A,47,M,170,2015,24,110,,K,1027344,215381,110,,,37 AVENUE,126 STREET,STREET,,,GLA,46
2015-02-11 16:50,Y,N,N,N,N,N,Y,DS,Y,Y,-73.96061,40.65995,N,Y,N,N,N,N,N,N,N,N,B,47,M,230,2015,25,71,5,C,995180,179716,71,564,FLATBUSH AVENUE,CHESTER COURT,BEEKMAN PLACE,STREET,,,LARCENY,68
2015-02-11 17:00,Y,Y,Y,N,N,Y,N,,N,Y,-73.88211,40.68122,N,N,Y,Y,N,N,N,N,N,Y,B,39,M,240,2015,70,75,,B,1016949,187484,75,,,ARLINGTON AVENUE,SHEPHERD AVENUE,SIDEWALK,CPW,,CPW,20
2015-02-11 17:30,Y,N,N,N,N,N,Y,SW,N,Y,-73.93999,40.70397,N,N,N,N,N,N,N,N,Y,Y,B,16,M,175,2015,56,90,,G,1000888,195756,90,130,MOORE STREET,BUSHWICK AVENUE,HUMBOLDT STREET,SIDEWALK,,,CPW,20
2015-02-11 17:40,Y,N,Y,Y,N,Y,Y,DS,N,Y,-73.91517,40.835,N,Y,N,N,N,Y,Y,N,N,N,Q,21,M,155,2015,124,44,,I,1007725,243503,44,1254,SHERMAN AVENUE,EAST 168 STREET,EAST 167 STREET,STAIRWELL,CRIM TRES 2,UPM,CRIM. TRES,31
2015-02-11 17:40,Y,N,Y,N,N,N,Y,DS,N,Y,-73.91517,40.835,N,Y,N,N,N,Y,Y,N,N,N,Q,17,M,180,2015,125,44,,I,1007725,243503,44,1254,SHERMAN AVENUE,EAST 168 STREET,EAST 167 STREET,STAIRWELL,CRIM. TRES,,CRIM TRES,31
2015-02-11 18:00,N,N,N,N,N,N,N,,N,Y,-73.93742,40.80438,N,Y,N,N,N,N,N,N,N,N,Q,41,M,150,2015,108,25,,B,1001575,232339,25,,,LEXINGTON AVENUE,EAST 125 STREET,,,,MISD,68
2015-02-11 18:00,Y,N,N,N,N,N,N,,Y,Y,-73.91597,40.78326,N,N,Y,Y,N,N,Y,N,N,N,Q,35,M,180,2015,127,114,,H,1007520,224651,114,,,21 AVENUE,19 STREET,STREET,,,FELONY,20
2015-02-11 18:17,Y,N,Y,N,N,N,Y,OT,N,Y,-73.86584,40.81715,N,N,N,N,N,N,Y,N,N,Y,Q,24,M,200,2015,93,43,,A,1021385,237016,43,615,ROSEDALE AVENUE,SEWARD AVENUE,RANDALL AVENUE,HALLWAY,CPM,,MISD,27
2015-02-11 18:30,N,N,N,N,N,N,N,,N,N,-74.0011,40.74808,N,N,N,N,N,N,N,N,N,Y,P,17,F,110,2015,8,10,,D,983945,211821,10,415,WEST 25 STREET,10 AVENUE,9 AVENUE,STAIRWELL 19B,,,MISD,31
2015-02-11 18:30,N,N,N,N,N,N,N,,N,Y,-74.0011,40.74808,N,N,N,N,N,N,N,N,N,Y,Q,17,M,160,2015,9,10,,D,983945,211821,10,415,WEST 25 STREET,10 AVENUE,9 AVENUE,19B STAIRWELL,,,MISD,31
2015-02-11 19:22,Y,N,N,N,N,N,N,,Y,Y,-73.95906,40.65182,N,N,N,N,N,N,N,N,N,Y,B,56,M,200,2015,69,70,21,I,995610,176754,70,841,FLATBUSH AVENUE,MARTENSE STREET,LINDEN BOULEVARD,CELLPHONE,,,FELONY/CPW,20
2015-02-11 19:32,Y,N,N,N,N,N,Y,SW,Y,Y,-73.95458,40.69151,N,N,N,N,N,N,Y,Y,N,N,B,25,F,200,2015,78,79,13,J,996847,191216,79,234,SPENCER STREET,DE KALB AVENUE,WILLOUGHBY AVENUE,STREET,,,CPW,20
2015-02-11 19:32,Y,N,N,N,N,N,Y,DS,Y,Y,-73.95458,40.69151,N,N,N,N,N,N,Y,Y,N,N,B,51,M,170,2015,77,79,13,J,996847,191216,79,234,SPENCER STREET,DE KALB AVENUE,WILLOUGHBY AVENUE,STREET,,,CPW,20
2015-02-11 19:32,Y,N,N,N,N,N,N,,Y,Y,-73.95458,40.69151,N,Y,N,N,Y,N,Y,N,N,N,B,36,M,190,2015,75,79,13,J,996847,191216,79,234,SPENCER STREET,DE KALB AVENUE,WILLOUGHBY AVENUE,PUBLIC SIDEWALK,,,CPW,20
