datetimestop,frisked,searched,arstmade,sumissue,gun_found,other_found,was_force_used,forceuse_reason,ac_ongoing_report,ac_miscellaneous,longitude,latitude,cs_objcs,cs_descr,cs_casng,cs_lkout,cs_cloth,cs_drgtr,cs_furtv,cs_vcrim,cs_bulge,cs_other,race,age,sex,weight,year,ser_num,pct,beat,sector,xcoord,ycoord,addrpct,addrnum,stname,stinter,crossst,premname,arstoffn,sumoffen,crimsusp,detailcm
2015-01-01 31:05,Y,N,N,N,N,N,N,,Y,Y,-73.94296,40.59571,N,Y,Y,N,N,N,N,N,N,N,W,33,M,190,2015,18,61,7,E,1000091,156314,61,,,AVENUE W,EAST 28 STREET,STREET,,,FELONY,14
2015-01-15 17:47,Y,N,N,N,N,N,Y,SF,Y,Y,-73.96256,40.79163,N,Y,N,N,N,N,Y,N,N,Y,B,14,M,140,2015,5,22,14,E,994617,227693,22,,,TRANSVERSE ROAD NUMBER FOUR,WEST DRIVE,119 W. 104 ST,,,FELONY,20
2015-01-29 17:45,N,N,N,N,N,N,Y,SF,Y,N,-73.97378,40.7843,N,N,N,N,N,N,Y,N,N,Y,B,14,M,140,2015,36,20,,H,991510,225019,20,472,COLUMBUS AVENUE,WEST 83 STREET,WEST 82 STREET,STREET,,,MISD,78
2015-01-29 17:45,N,N,N,N,N,N,N,,Y,Y,-73.97378,40.7843,N,N,N,N,N,N,Y,N,N,Y,B,14,M,180,2015,38,20,,H,991510,225019,20,472,COLUMBUS AVENUE,WEST 83 STREET,WEST 82 STREET,STREET,,,MIDS,78
2015-01-29 17:45,N,N,N,N,N,N,Y,SF,Y,Y,-73.97378,40.7843,N,N,N,N,N,N,Y,N,N,Y,B,13,M,160,2015,41,20,,H,991510,225019,20,472,COLUMBUS AVENUE,WEST 83 STREET,WEST 82 STREET,STREET,,,MISD,78
2015-01-29 17:45,N,N,N,N,N,N,Y,SF,Y,Y,-73.97378,40.7843,N,N,N,N,N,N,Y,N,N,Y,W,13,M,130,2015,39,20,,H,991510,225019,20,472,COLUMBUS AVENUE,WEST 83 STREET,WEST 82 STREET,STREET,,,MISD,78
2015-02-06 21:55,Y,N,N,N,N,N,N,,N,Y,-73.92322,40.65911,N,N,N,N,N,N,Y,N,N,N,B,25,M,160,2015,122,67,,M,1005554,179416,67,,,EAST 93 STREET,CLARKSON AVENUE,,,,FEL,20
2015-02-07 21:15,Y,N,N,N,N,N,N,,Y,Y,-73.9763,40.71568,N,Y,Y,Y,N,N,N,N,N,N,B,15,M,150,2015,37,7,6,E,990820,200020,7,521,ROOSEVELT DRIVE,RIVINGTON STREET,DELANCEY STREET,LOBBY,,,FEL,85
2015-02-12 14:05,Y,N,N,N,N,N,Y,OR,N,Y,-73.9882,40.71856,N,N,Y,Y,N,N,N,N,N,N,B,23,M,160,2015,42,7,2,B,987521,201066,7,,,ESSEX STREET,DELANCEY STREET,MEZZ,,,FEL,45
2015-02-14 20:00,N,N,N,N,N,N,N,,Y,N,-74.03672,40.6195,N,Y,N,N,N,N,N,N,N,Y,W,16,M,150,2015,9,68,,G,974057,164979,68,142,93 STREET,RIDGE BOULEVARD,MARINE AVENUE,STREET,,,FEONY,14
2015-02-18 21:25,Y,N,N,N,N,N,N,,Y,Y,-73.94823,40.63822,N,Y,N,N,N,N,N,N,N,N,B,30,M,160,2015,76,70,15,G,998617,171801,70,1930,NOSTRAND AVENUE,FARRAGUT ROAD,FOSTER AVENUE,MCDONALDS,,,FELONY/ROBBERY,85
2015-03-14 00:15,Y,N,N,N,N,N,Y,DS,Y,N,-73.88086,40.66717,N,Y,N,N,N,N,N,N,N,N,B,18,M,160,2015,141,75,,K,1017302,182366,75,,,LINWOOD STREET,NEW LOTS AVENUE,794 NEW LOTS ( RESIDENCE),,,ROBBERY,85
2015-01-01 00:10,Y,N,N,N,N,N,N,,Y,Y,-73.99073,40.75595,N,Y,N,N,N,N,N,N,N,N,Q,48,M,160,2015,2,14,4,G,986819,214690,14,,,WEST 40 STREET,8 AVENUE,SIDEWALK,,,FEL,85
2015-01-01 00:50,Y,N,N,N,N,N,Y,OR,Y,Y,-74.1663,40.6327,N,Y,N,N,N,N,N,N,N,Y,B,16,M,160,2015,1,121,,A,938092,169830,121,281,SOUTH AVENUE,BRABANT STREET,STATEN ISLAND RAILROAD,DELI,,,FELONY,85
2015-01-01 11:05,Y,Y,Y,N,N,N,Y,OT,N,Y,-73.93742,40.80438,N,N,N,N,N,N,N,Y,N,N,B,26,M,155,2015,5,25,,B,1001575,232339,25,,,LEXINGTON AVENUE,EAST 125 STREET,MEZZ,240.20,,MISD,9
2015-01-01 13:00,N,N,N,N,N,N,N,,N,Y,-73.93541,40.796,N,N,N,N,N,Y,N,Y,N,N,B,14,M,120,2015,19,25,,A,1002134,229289,25,,,1 AVENUE,EAST 116 STREET,PUBLIC SIDEWALK,,,ASSAULT,9
2015-01-01 14:00,Y,N,N,N,N,N,N,,Y,Y,-73.99454,40.75352,N,Y,N,N,N,N,N,N,N,Y,B,26,M,165,2015,1,14,4,G,985764,213806,14,357,WEST 35 STREET,9 AVENUE,8 AVENUE,MTS PCT,,,MISD,9
2015-01-01 22:05,Y,N,N,N,N,N,Y,SW,Y,N,-73.90884,40.76601,N,Y,N,N,N,N,N,N,N,N,Q,23,M,160,2015,13,114,,D,1009502,218368,114,25-73,44 STREET,28 AVENUE,25 AVENUE,"HOUSE, YARD",,,FEL,20
2015-01-01 22:09,Y,Y,Y,N,N,Y,Y,DS,Y,Y,-73.93584,40.84396,N,N,N,N,N,N,Y,N,Y,N,P,19,M,150,2015,2,33,9,C,1002001,246760,33,174,AUDUBON AVENUE,WEST 174 STREET,WEST 173 STREET,STREET,265.02,,FELONY,20
2015-01-01 23:00,Y,N,N,N,N,N,Y,SW,Y,Y,-73.94133,40.81857,N,Y,N,N,Y,N,Y,Y,N,N,B,99,F,180,2015,1,32,7,J,1000489,237510,32,2400,7 AVENUE,WEST 141 STREET,WEST 140 STREET,,,,CPW FIREARM/ASSULAT 1,20
2015-01-01 24:00,Y,N,N,N,N,N,Y,OT,Y,Y,-73.9431,40.69382,N,N,N,N,N,N,N,N,N,Y,Z,24,Z,150,2015,2,79,14,E,1000029,192060,79,,,THROOP AVENUE,HART STREET,BODEGA,,,ROBBERY,85
2015-01-01 30:00,Y,N,N,N,N,N,N,,Y,Y,-73.99266,40.64355,N,Y,N,N,N,N,N,N,N,N,Q,23,M,185,2015,3,66,,J,986286,173740,66,1030,40 STREET,FORT HAMILTON PARKWAY,10 AVENUE,SIDEWALK,,,FEL,85
2015-01-01 30:00,Y,N,N,N,N,N,N,,Y,Y,-73.99266,40.64355,N,Y,N,N,N,N,N,N,N,N,Q,22,M,140,2015,2,66,,J,986286,173740,66,1030,40 STREET,FORT HAMILTON PARKWAY,10 AVENUE,SIDEWALK,,,FEL,85
2015-01-01 30:00,Y,N,N,N,N,N,N,,Y,Y,-73.99266,40.64355,N,Y,N,N,N,N,N,N,N,N,Q,24,M,180,2015,1,66,,J,986286,173740,66,1030,40 STREET,FORT HAMILTON PARKWAY,10 AVENUE,SIDEWALK,,,FEL,85
2015-01-01 31:05,Y,N,N,N,N,N,N,,N,Y,-73.90451,40.76459,N,N,N,N,N,N,Y,N,N,N,Q,32,F,140,2015,6,114,,A,1010701,217852,114,,,49 STREET,25 AVENUE,STREET,,,FEL,46
2015-01-01 31:05,Y,N,N,N,N,N,N,,N,Y,-73.90451,40.76459,N,N,N,N,N,N,Y,N,N,Y,W,35,M,170,2015,5,114,,A,1010701,217852,114,,,25 AVENUE,49 STREET,STREET,,,FEL,46
2015-01-01 31:05,Y,N,N,N,N,N,N,,N,N,-73.94699,40.617,N,N,N,N,N,N,Y,N,N,N,W,33,M,195,2015,12,70,2,B,998966,164071,70,,,AVENUE N,EAST 28 STREET,,,,FEL,14
2015-01-01 43:00,N,N,N,Y,N,N,N,,Y,Y,-73.8275,40.68576,N,Y,N,N,N,N,N,N,N,N,A,39,M,170,2015,1,106,,F,1032091,189164,106,115-22,LIBERTY AVENUE,116 STREET,115 STREET,BAR,,DIS CON,FELONY,9
2015-01-01 45:00,Y,N,N,N,N,N,Y,SW,N,Y,-73.91021,40.81346,N,Y,N,N,N,N,Y,N,Y,N,B,20,M,180,2015,1,40,13,C,1009105,235656,40,674,EAST 149 STREET,TRINITY AVENUE,MOORE HOUSES,STREET,,,FEL,20
2015-01-01 53:00,N,N,N,N,N,N,N,,Y,Y,-73.98747,40.7604,N,Y,N,N,N,N,N,N,N,N,B,30,M,150,2015,1,18,,F,987720,216313,18,,,8 AVENUE,WEST 47 STREET,,,,MISD,9
2015-01-01 13:50,N,N,N,N,N,N,Y,DS,Y,Y,-73.98235,40.77769,N,Y,N,N,N,N,N,N,N,N,B,35,M,170,2015,1,20,,C,989139,222610,20,2049,BROADWAY,WEST 70 STREET,WEST 69 STREET,RESTAURANT,,,MISD,20
2015-01-01 14:00,Y,N,N,N,N,N,Y,OT,Y,Y,-73.95091,40.63609,N,Y,N,N,N,N,N,N,N,N,B,20,M,160,2015,1,70,14,G,997876,171024,70,,,FARRAGUT ROAD,FLATBUSH AVENUE,SIDEWALK,,,FELONY/CPW,20
2015-01-01 14:10,N,N,N,N,N,N,N,,N,Y,-73.89049,40.82428,Y,N,N,Y,N,N,N,N,N,Y,P,44,M,200,2015,2,41,8,H,1014559,239605,41,1042,HOE AVENUE,EAST 165 STREET,ALDUS STREET,PUBLIC STREET,,,GLA,46
2015-01-01 14:10,N,N,N,N,N,N,N,,N,N,-73.89049,40.82428,Y,N,N,N,N,N,N,N,N,N,Z,32,Z,160,2015,1,41,8,H,1014559,239605,41,1042,HOE AVENUE,EAST 165 STREET,ALDUS STREET,STREET,,,GLA,46
2015-01-01 15:55,N,N,N,N,N,N,N,,Y,N,-73.88898,40.66743,N,N,N,N,N,N,N,N,N,Y,Q,42,F,150,2015,11,75,,G,1015049,182457,75,506,VAN SICLEN AVENUE,DUMONT AVENUE,BLAKE AVENUE,HOUSE,,,CPW,20
2015-01-01 15:55,Y,N,N,N,N,N,N,,Y,N,-73.88898,40.66743,N,N,N,N,N,N,N,N,N,Y,Q,20,M,120,2015,13,75,,G,1015049,182457,75,506,VAN SICLEN AVENUE,DUMONT AVENUE,BLAKE AVENUE,HOUSE,,,CPW,20
2015-01-01 15:55,Y,N,N,N,N,N,N,,Y,N,-73.88898,40.66743,N,N,N,N,N,N,N,N,N,Y,Q,48,M,325,2015,12,75,,G,1015049,182457,75,506,VAN SICLEN AVENUE,DUMONT AVENUE,BLAKE AVENUE,HOUSE,,,CPW,20
2015-01-01 18:15,Y,N,N,N,N,N,Y,DS,Y,N,-73.93383,40.84517,N,Y,N,N,N,N,N,N,N,N,P,23,M,180,2015,1,33,9,C,1002557,247203,33,517,WEST 176 STREET,AUDUBON AVENUE,AMSTERDAM AVENUE,STREET,,,FELONY,60
2015-01-01 18:15,N,N,N,N,N,N,N,,Y,Y,-73.90802,40.68469,N,Y,N,N,N,N,N,N,N,Y,Z,20,Z,140,2015,13,83,,A,1009760,188742,83,702,CHAUNCEY STREET,EVERGREEN AVENUE,BUSHWICK AVENUE,STREET,,,FEL,14
2015-01-01 18:27,N,N,N,N,N,N,N,,Y,Y,-73.97753,40.72588,Y,Y,N,N,N,N,N,N,N,Y,Q,15,M,125,2015,1,9,5,B,990477,203734,9,,,EAST 10 STREET,AVENUE C,PUBLIC SIDEWALK,,,MISDEMEANOR,68
2015-01-01 18:27,N,N,N,N,N,N,N,,Y,Y,-73.97753,40.72588,N,N,N,N,N,N,N,N,N,Y,Q,12,M,180,2015,2,9,5,B,990477,203734,9,,,EAST 10 STREET,AVENUE C,PUBLIC SIDEWALK,,,MISDEMEANOR,68
2015-01-01 18:50,Y,Y,Y,N,N,Y,Y,SW,N,Y,-73.93832,40.80475,Y,N,N,N,N,N,Y,N,Y,N,B,53,M,200,2015,28,25,,B,1001326,232474,25,116,EAST 125 STREET,LEXINGTON AVENUE,PARK AVENUE,PUBLIC SIDEWALK,CPW,,CPW,20
2015-01-01 19:30,Y,N,N,N,N,N,N,,N,Y,-73.9951,40.64595,N,Y,N,N,N,N,N,N,N,N,Q,28,M,180,2015,18,66,,J,985611,174612,66,,,9 AVENUE,39 STREET,SUBWAY PLATFORM,,,FELONY,14
2015-01-01 19:45,Y,N,N,N,N,N,Y,SF,N,Y,-73.94478,40.80576,N,N,N,N,N,N,Y,N,N,N,B,14,M,150,2015,2,28,,D,999537,232842,28,,,MOUNT MORRIS PARK WEST,WEST 123 STREET,SIDEWALK,,,MISD,20
2015-01-01 20:00,Y,N,N,N,N,N,N,,Y,N,-73.88866,40.81776,N,Y,N,N,N,N,N,N,N,N,Q,48,M,230,2015,64,41,41,D,1015069,237227,41,,,GILBERT PLACE,HUNTS POINT AVENUE,STREET,,,CPW,20
2015-01-01 20:30,Y,N,N,N,N,N,N,,N,Y,-73.89288,40.82195,N,N,Y,N,N,N,N,N,N,N,Q,16,M,150,2015,63,41,7,G,1013897,238753,41,995,SIMPSON STREET,WESTCHESTER AVENUE,EAST 163 STREET,STREET,,,CPW,20
2015-01-01 20:34,Y,N,Y,N,N,N,Y,OT,Y,Y,-73.93857,40.69885,Y,N,N,N,N,N,Y,N,N,Y,B,17,M,125,2015,3,79,17,F,1001284,193892,79,,,BROADWAY,PARK AVENUE,SIDEWALK,265.02,,FEL,20
2015-01-01 21:25,Y,N,N,N,N,N,N,,N,Y,-73.97882,40.72252,N,N,N,N,N,N,N,N,N,Y,B,16,M,170,2015,4,9,1,A,990120,202510,9,733,EAST 5 STREET,AVENUE D,AVENUE C,STOOP,,,MISD,20
2015-01-01 21:55,Y,N,N,N,N,N,Y,SF,N,Y,-73.79325,40.68544,N,Y,N,N,N,Y,N,N,N,Y,B,16,M,160,2015,1,113,,M,1041589,189067,113,,,114 ROAD,SUTPHIN BOULEVARD,STREET,,,FEL,85
2015-01-01 22:10,Y,N,N,N,N,N,N,,N,Y,-73.96457,40.79493,N,Y,N,N,N,N,N,N,N,N,B,20,M,140,2015,2,24,,D,994059,228894,24,55,WEST 100 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,SIDEWALK,,,MISD,68
2015-01-01 22:10,Y,N,N,N,N,N,N,,N,Y,-73.91847,40.86612,N,Y,N,N,N,N,Y,N,N,N,Q,21,M,160,2015,17,34,12,D,1006799,254838,34,520,ISHAM STREET,SHERMAN AVENUE,10 AVENUE,BLDG,,,FEL,20
2015-01-01 22:15,Y,N,N,N,N,N,Y,DS,Y,N,-73.89688,40.82212,N,Y,N,N,N,N,N,N,Y,N,Q,28,M,180,2015,4,41,9,I,1012791,238814,41,,,INTERVALE AVENUE,WESTCHESTER AVENUE,STREET,,,MENACING W/FIREARM,60
2015-01-01 22:15,Y,N,N,N,N,N,Y,DS,Y,N,-73.89688,40.82212,N,Y,N,N,N,N,N,N,Y,N,Q,21,M,180,2015,3,41,9,I,1012791,238814,41,,,INTERVALE AVENUE,WESTCHESTER AVENUE,STREET,,,MENACING W/FIREARM,60
2015-01-01 22:35,N,N,N,N,N,N,N,,Y,Y,-73.96531,40.79587,N,Y,N,N,N,N,N,N,N,N,B,31,M,190,2015,1,24,,D,993854,229237,24,825,COLUMBUS AVENUE,WEST 104 STREET,WEST 100 STREET,WALKWAY,,,MISD,96
2015-01-01 22:50,Y,N,Y,N,N,Y,Y,OT,N,Y,-73.94793,40.81708,Y,N,N,N,N,N,N,N,N,N,B,27,F,150,2015,2,32,5,I,998662,236967,32,,,WEST 135 STREET,EDGECOMBE AVENUE,STREET,CPW,,FEL,20
2015-01-01 23:10,Y,N,N,N,N,N,Y,SF,N,Y,-73.95092,40.69744,N,N,N,N,N,N,Y,Y,Y,Y,B,19,M,180,2015,1,79,16,K,997859,193378,79,625,PARK AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY HOUSES,,,CPW,20
2015-01-01 23:15,Y,N,N,N,N,N,Y,DS,Y,Y,-73.94979,40.69831,N,N,Y,Y,N,N,Y,Y,N,N,B,22,M,195,2015,20,79,17,F,998173,193694,79,,,ELLERY STREET,MARCY AVENUE,SIDEWALK,,,CPW,20
2015-01-01 23:25,Y,N,N,N,N,N,N,,Y,Y,-73.86844,40.86323,N,Y,N,N,N,N,Y,N,N,N,Q,20,M,180,2015,2,49,13,H,1020641,253803,49,,,MACE AVENUE,OLINVILLE AVENUE,STREET / SIDEWALK,,,ROBBERY,85
2015-01-01 23:25,Y,N,N,N,N,N,N,,Y,Y,-73.85867,40.86549,N,Y,N,N,N,N,Y,N,N,N,Q,20,M,220,2015,1,49,10,F,1023340,254632,49,,,PAULDING AVENUE,ALLERTON AVENUE,STREET,,,CPW,20
2015-01-02 00:11,Y,Y,N,N,N,N,N,,Y,Y,-73.97847,40.65504,N,Y,Y,Y,N,N,Y,N,N,N,Q,49,M,165,2015,1,72,13,A,990224,177925,72,,,11 AVENUE,18 STREET,STREET,,,FEL,46
2015-01-02 00:15,Y,N,N,N,N,N,N,,N,Y,-73.92945,40.6849,N,N,N,N,N,N,Y,N,N,N,B,16,M,160,2015,1,81,6,F,1003816,188813,81,,,HANCOCK STREET,REID AVENUE,,,,CPW,20
2015-01-02 00:50,Y,N,N,N,N,N,Y,SW,N,Y,-73.87169,40.67456,N,N,Y,N,N,N,Y,Y,N,N,B,24,M,180,2015,14,75,,I,1019841,185062,75,517,EUCLID AVENUE,BELMONT AVENUE,PITKIN AVENUE,PUBLIC SIDEWALK,,,FELONY,20
2015-01-02 13:05,Y,N,N,N,N,N,N,,N,N,-73.96139,40.60079,N,N,N,N,N,N,Y,N,N,N,I,24,M,150,2015,8,61,6,J,994972,158163,61,2312,CONEY ISLAND AVENUE,AVENUE T,AVENUE S,,,,FEL,14
2015-01-02 15:00,Y,Y,N,N,N,N,Y,SF,N,Y,-73.94071,40.69636,N,N,N,N,N,N,Y,Y,N,Y,B,16,M,150,2015,11,79,14,E,1000692,192983,79,,,MYRTLE AVENUE,MARCUS GARVEY BOULEVARD,SIDEWALK,,,MISD,9
2015-01-02 15:00,Y,N,N,N,N,N,N,,N,Y,-73.94937,40.77688,N,N,N,N,N,N,N,N,N,Y,Q,33,M,170,2015,16,19,,J,998272,222318,19,,,1 AVENUE,EAST 86 STREET,STREET,,,FELONY,45
2015-01-02 21:05,Y,N,N,N,N,N,Y,DS,Y,Y,-73.94066,40.79993,N,Y,N,N,N,N,Y,N,N,N,P,30,M,185,2015,4,25,,B,1000678,230719,25,,,LEXINGTON AVENUE,EAST 118 STREET,PUBLIC SIDEWALK,,,ROBBERY,85
2015-01-02 24:00,Y,N,Y,N,N,N,N,,N,Y,,,N,N,N,N,N,N,N,Y,N,N,B,34,M,180,2015,1,109,,A,,,109,,,KISSENA BOULEVARD,HARDING EXPRESSWAY,STREET,UUV,,GLA,46
2015-01-02 33:01,Y,N,N,N,N,N,Y,OR,N,Y,-73.96678,40.61211,N,Y,N,N,N,N,N,N,N,N,W,17,M,180,2015,4,66,,A,993473,162286,66,,,EAST 7 STREET,AVENUE O,STREET,,,GLA,46
2015-01-02 33:01,Y,N,N,N,N,N,Y,OR,N,Y,-73.96678,40.61211,N,Y,N,N,N,N,N,N,N,N,W,19,M,170,2015,5,66,,A,993473,162286,66,,,EAST 7 STREET,AVENUE O,STREET,,,GLA,46
2015-01-02 60:00,N,N,N,N,N,N,N,,N,Y,,,N,Y,N,N,N,N,N,N,N,N,Q,30,M,170,2015,1,44,,,,,44,,,,,,,,FELONY ASSAULT,9
2015-01-02 10:23,N,N,N,N,N,N,N,,N,Y,-73.97724,40.72202,N,Y,N,N,N,N,N,N,N,N,Q,45,M,170,2015,3,9,1,A,990559,202328,9,60,AVENUE D,EAST 6 STREET,EAST HOUSTON STREET,STREET,,,FEL,87
2015-01-02 10:30,Y,Y,Y,N,N,N,Y,,Y,Y,-74.00702,40.6761,N,Y,N,N,N,N,Y,N,N,N,P,57,M,150,2015,1,76,10,A,982304,185597,76,452,COLUMBIA STREET,LORRAINE STREET,WEST 9 STREET,SIDEWALK,MENACING,,MISD,60
2015-01-02 12:00,Y,Y,Y,N,Y,N,Y,,Y,Y,-73.86179,40.89155,N,N,Y,N,N,N,N,N,N,N,B,18,M,160,2015,102,47,,E,1022463,264124,47,,,CARPENTER AVENUE,EAST 229 STREET,STREET,CPW,,FEL/ROB,85
2015-01-02 12:32,Y,N,N,N,N,Y,Y,SF,Y,N,-73.7717,40.71537,N,Y,N,N,N,N,N,N,N,Y,B,16,F,100,2015,1,103,7,D,1047538,199989,103,88-21,190 STREET,89 AVENUE,HILLSIDE AVENUE,HOUSE,,,FELONY,9
2015-01-02 13:50,Y,N,N,N,N,N,N,,Y,Y,-73.92444,40.69304,N,Y,N,N,N,N,N,N,N,N,B,20,M,180,2015,2,83,,D,1005204,191779,83,,,GREENE AVENUE,BUSHWICK AVENUE,,,,FEL,85
2015-01-02 13:50,Y,N,N,N,N,N,N,,Y,Y,-73.92444,40.69304,N,Y,N,N,N,N,N,N,N,N,B,20,M,190,2015,3,83,,D,1005204,191779,83,,,GREENE AVENUE,BUSHWICK AVENUE,,,,FEL,85
2015-01-02 13:55,N,N,N,N,N,N,N,,N,Y,-73.81259,40.73025,N,N,N,N,N,N,Y,N,N,Y,W,19,M,150,2015,1,107,,F,1036191,205381,107,156-07,71 AVENUE,PARSONS BOULEVARD,KISSENA BOULEVARD,STREET,,,ROBBERY,85
2015-01-02 14:40,Y,Y,N,N,N,N,N,,Y,N,-73.95643,40.6441,N,Y,N,N,N,N,N,N,N,N,B,21,F,145,2015,2,70,18,H,996342,173944,70,2201,CORTELYOU ROAD,EAST 23 STREET,EAST 22 STREET,SIDEWALK,,,MIS/ASSAULT,9
2015-01-02 14:50,Y,Y,N,N,N,Y,Y,DS,N,Y,-73.99917,40.64203,N,N,N,Y,N,Y,Y,N,N,N,Q,32,M,160,2015,6,66,,I,984479,173184,66,,,9 AVENUE,46 STREET,STREET,,,CPW,20
2015-01-02 16:01,Y,N,N,N,N,N,Y,SW,N,Y,-73.917,40.8494,N,Y,N,N,N,N,Y,N,N,N,B,15,M,160,2015,4,46,9,M,1007213,248747,46,1705,UNIVERSITY AVENUE,WEST TREMONT AVENUE,WEST 176 STREET,ST,,,CPW,20
2015-01-02 16:01,Y,Y,Y,N,N,Y,Y,SW,N,Y,-73.917,40.8494,N,Y,N,N,N,N,Y,N,N,N,P,20,M,220,2015,2,46,9,M,1007213,248747,46,1705,UNIVERSITY AVENUE,WEST TREMONT AVENUE,WEST 176 STREET,RESIDENTIAL/STREET,CPW,,CPW,20
2015-01-02 16:01,Y,N,N,N,N,N,Y,SW,N,Y,-73.917,40.8494,N,Y,N,N,N,N,Y,N,N,N,B,18,Z,170,2015,3,46,9,M,1007213,248747,46,1705,UNIVERSITY AVENUE,WEST TREMONT AVENUE,WEST 176 STREET,ST,,,CPW,20
2015-01-02 16:08,Y,Y,Y,N,N,N,N,,N,Y,-73.99694,40.62881,N,N,Y,N,N,N,N,N,N,N,Q,35,M,140,2015,7,66,,D,985098,168368,66,1346,59 STREET,NEW UTRECHT AVENUE,13 AVENUE,STREET,PETIT LARCENY,,PETIT LARCENY,68
2015-01-02 17:00,N,N,N,N,N,N,N,,N,Y,-73.89031,40.8264,N,N,Y,N,N,N,N,N,N,N,B,37,F,120,2015,7,41,10,J,1014608,240375,41,1106,WEST FARMS ROAD,EAST 167 STREET,HOE AVENUE,STREET,,,GRAND LARCENY,45
2015-01-02 17:00,N,N,N,N,N,N,N,,N,Y,-73.89031,40.8264,N,N,Y,N,N,N,N,N,N,N,B,30,M,170,2015,6,41,10,J,1014608,240375,41,1106,WEST FARMS ROAD,EAST 167 STREET,HOE AVENUE,STREET,,,GRAND LARCENY,45
2015-01-02 17:00,N,N,N,N,N,N,N,,N,N,-73.89031,40.8264,N,N,Y,N,N,N,N,N,N,Y,B,21,M,170,2015,5,41,10,J,1014608,240375,41,1106,WEST FARMS ROAD,EAST 167 STREET,HOE AVENUE,STREET,,,GRAND LARCENY,45
2015-01-02 18:05,Y,Y,N,N,N,N,Y,DS,N,Y,-73.98778,40.74977,N,N,N,N,N,N,N,N,N,Y,B,20,M,120,2015,73,14,,C,987636,212439,14,,,WEST 34 STREET,AVENUE OF THE AMERICAS,,,,ASLT,9
2015-01-02 18:20,Y,N,N,N,N,N,N,,N,Y,,,N,Y,N,N,N,N,N,N,N,N,W,20,M,185,2015,3,49,1,A,,,49,,,VANNEST AVENUE,MORRIS PARK AVENUE,RESIDENTIAL,,,ROBBERY AT GUN POINT,85
2015-01-02 18:59,Y,N,N,N,N,N,N,,N,Y,-73.93828,40.7963,N,Y,N,N,N,N,N,N,N,N,B,24,M,145,2015,2,23,,G,1001338,229397,23,,,2 AVENUE,EAST 115 STREET,SIDEWALK,,,FEL,20
2015-01-02 18:59,Y,N,N,N,N,N,N,,N,Y,-73.93828,40.7963,N,Y,N,N,N,N,N,N,N,N,B,21,M,150,2015,1,23,,G,1001338,229397,23,,,2 AVENUE,EAST 115 STREET,SIDEWALK,,,FEL,20
2015-01-02 19:00,Y,N,N,N,N,N,Y,DS,N,Y,-73.9401,40.83695,N,N,N,N,N,N,Y,N,N,N,Q,29,M,175,2015,18,33,4,A,1000824,244205,33,,,SAINT NICHOLAS AVENUE,WEST 163 STREET,CAR,,,FELONY,20
2015-01-02 20:00,Y,N,N,N,N,N,N,,Y,Y,-73.86358,40.66762,N,N,N,N,N,N,Y,Y,N,N,B,20,M,130,2015,7,75,,M,1022094,182539,75,1305,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE,WALKWAY,,,ROBBERY,85
2015-01-02 20:00,Y,N,Y,N,N,N,N,,Y,Y,-73.86358,40.66762,N,N,N,N,N,N,Y,Y,N,N,B,15,M,145,2015,5,75,,M,1022094,182539,75,1305,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE,HALLWAY,ROBBERY,,ROBBERY,85
2015-01-02 20:00,Y,N,Y,N,N,N,N,,Y,Y,-73.86358,40.66762,N,N,N,N,N,N,Y,Y,N,N,B,18,M,165,2015,4,75,,M,1022094,182539,75,1305,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE,WALKWAY,ROBBERY,,ROBBERY,85
2015-01-02 20:00,Y,N,N,N,N,N,N,,Y,Y,-73.86358,40.66762,N,N,N,N,N,N,Y,Y,N,N,B,15,M,156,2015,8,75,,M,1022094,182539,75,1305,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE,WALKWAY,,,ROBBERY,85
2015-01-02 20:00,Y,N,N,N,N,N,N,,Y,Y,-73.86358,40.66762,N,N,N,N,N,N,Y,Y,N,N,B,20,M,165,2015,9,75,,M,1022094,182539,75,1305,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE,WALKWAY,,,ROBBERY,85
2015-01-02 20:00,Y,N,N,N,N,N,N,,Y,Y,-73.86358,40.66762,N,N,N,N,N,N,Y,Y,N,N,P,29,M,170,2015,6,75,,M,1022094,182539,75,1305,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE,HALLWAY,,,ROBBERY,85
2015-01-02 20:00,Y,N,Y,N,N,N,N,,Y,Y,-73.86358,40.66762,N,N,N,N,N,N,Y,Y,N,N,Q,14,M,145,2015,3,75,,M,1022094,182539,75,1305,LORING AVENUE,ELDERTS LANE,AUTUMN AVENUE,WALKWAY,ROBBERY,,ROBBERY,85
2015-01-02 20:05,N,N,N,N,N,N,N,,N,Y,-74.06822,40.59447,N,Y,N,N,N,N,N,N,N,Y,B,16,F,120,2015,1,122,,H,965304,155866,122,110,ARTHUR AVENUE,ROBIN ROAD,CEDAR AVENUE,SIDEWALK,,,PET LARC,68
