occurrence_date,object_id,identifier,compstat_date,offense,sector,precinct,borough,jurisdiction,xcoord,ycoord,latitude,longitude
2011-02-28 11:30:00,700159,fa38a9cf,2011-02-28,BURGLARY,I,113,QUEENS,N.Y. POLICE DEPT,1045737,192557,40.694995878,-73.778267893
2011-02-28 11:30:00,700160,904d8431,2011-03-01,GRAND LARCENY,B,112,QUEENS,N.Y. POLICE DEPT,1024740,204188,40.7270411430001,-73.853916855
2011-02-28 11:40:00,700161,b7f008c4,2011-02-28,BURGLARY,P,113,QUEENS,N.Y. POLICE DEPT,1048773,194414,40.70007128,-73.767301775
2013-05-29 07:30:00,700162,c05e3d5c,2013-05-29,GRAND LARCENY OF MOTOR VEHICLE,A,9,MANHATTAN,N.Y. POLICE DEPT,989955,202021,40.721184076,-73.979420094
2013-05-29 07:30:00,700163,51a358d4,2013-05-29,BURGLARY,D,33,MANHATTAN,N.Y. POLICE DEPT,1001280,248429,40.848547083,-73.9384464029999
2013-05-29 07:35:00,700164,cd119b70,2013-05-29,GRAND LARCENY OF MOTOR VEHICLE,C,34,MANHATTAN,N.Y. POLICE DEPT,1004629,252340,40.8592745180001,-73.926329537
2013-05-29 07:45:00,700165,942fad,2013-05-30,BURGLARY,C,105,QUEENS,N.Y. POLICE DEPT,1057378,176126,40.649808131,-73.736466776
2013-05-29 07:55:00,700166,b5d2aa4,2013-05-30,BURGLARY,D,34,MANHATTAN,N.Y. POLICE DEPT,1007868,256767,40.8714172160001,-73.9146046659999
2013-05-29 08:00:00,700167,712bbcbe,2013-06-04,GRAND LARCENY,C,61,BROOKLYN,N.Y. POLICE DEPT,996288,153398,40.5877182360001,-73.956659955
2013-05-29 08:00:00,700168,aab2ebdd,2013-07-02,GRAND LARCENY,M,67,BROOKLYN,N.Y. POLICE DEPT,1007213,178267,40.655956862,-73.917241131
2013-05-29 08:00:00,700169,59f83bee,2013-05-31,GRAND LARCENY,Q,73,BROOKLYN,N.Y. POLICE DEPT,1009739,179555,40.6594852270001,-73.908132383
2013-05-29 08:00:00,700170,9a3da3e6,2013-05-29,GRAND LARCENY,H,115,QUEENS,N.Y. POLICE DEPT,1018728,213899,40.753720877,-73.875557854
2013-05-29 08:00:00,700172,aeac45ec,2013-07-17,GRAND LARCENY,G,45,BRONX,N.Y. POLICE DEPT,1030813,247600,40.8461653790001,-73.831705109
2013-05-29 08:00:00,700173,761f6c66,2013-07-10,GRAND LARCENY,B,48,BRONX,N.Y. HOUSING POLICE,1014114,249086,40.8503162740001,-73.8920549329999
2013-05-29 08:10:00,700174,69215ea8,2013-05-29,ROBBERY,D,49,BRONX,N.Y. POLICE DEPT,1021136,251009,40.8555677900001,-73.8666626419999
2013-05-29 08:15:00,700175,85bd91a7,2013-05-31,GRAND LARCENY,G,20,MANHATTAN,N.Y. POLICE DEPT,990910,224857,40.7838624520001,-73.975952223
2013-05-29 08:15:00,700176,fc7d757f,2013-05-30,FELONY ASSAULT,B,40,BRONX,N.Y. POLICE DEPT,1010774,235171,40.8121342740001,-73.9041827139999
2013-05-29 08:20:00,700177,5b1836e0,2013-05-29,GRAND LARCENY,A,17,MANHATTAN,N.Y. POLICE DEPT,991266,209677,40.7421969800001,-73.97468255
2013-05-29 08:25:00,700178,597491e9,2013-05-29,FELONY ASSAULT,B,28,MANHATTAN,N.Y. POLICE DEPT,997585,230888,40.8004083710001,-73.9518368619999
2013-05-29 08:40:00,700179,6ffc7581,2013-05-29,GRAND LARCENY,D,103,QUEENS,N.Y. POLICE DEPT,1048168,198753,40.7119851630001,-73.7694424859999
2013-05-29 08:45:00,700180,cbc8fc08,2013-05-29,BURGLARY,H,105,QUEENS,N.Y. POLICE DEPT,1058611,192069,40.6935576290001,-73.731847509
2013-05-29 08:45:00,700181,3371d2dd,2013-05-29,ROBBERY,J,40,BRONX,N.Y. POLICE DEPT,1006384,233629,40.8079140020001,-73.920046794
2011-07-17 04:59:00,700182,f2eea7d7,2011-07-17,ROBBERY,D,52,BRONX,N.Y. TRANSIT POLICE,1011612,253618,40.8627633610001,-73.9010801649999
2011-07-17 05:00:00,700183,28e53ca9,2011-07-17,ROBBERY,H,70,BROOKLYN,N.Y. POLICE DEPT,995562,173742,40.6435592650001,-73.959239756
2011-07-17 05:00:00,700184,7d4a4f3f,2011-07-19,GRAND LARCENY OF MOTOR VEHICLE,J,81,BROOKLYN,N.Y. POLICE DEPT,1006657,185894,40.6768927000001,-73.919219646
2011-07-17 05:00:00,700185,9966d64c,2011-07-17,FELONY ASSAULT,B,75,BROOKLYN,N.Y. POLICE DEPT,1015871,186863,40.6795242680001,-73.885996785
2011-07-17 05:00:00,700186,70c7c4d,2011-07-17,ROBBERY,A,81,BROOKLYN,N.Y. POLICE DEPT,1000749,194083,40.6993826070001,-73.9404991279999
2011-07-17 05:00:00,700187,c23cf354,2011-07-17,GRAND LARCENY,H,115,QUEENS,N.Y. POLICE DEPT,1020034,214137,40.754368937,-73.870842766
2011-07-17 05:00:00,700188,f0466d98,2011-07-17,BURGLARY,B,34,MANHATTAN,N.Y. POLICE DEPT,1001398,248640,40.849125988,-73.938019352
2011-07-17 05:10:00,700189,a8d6bdd1,2011-07-17,ROBBERY,F,78,BROOKLYN,N.Y. POLICE DEPT,988337,181356,40.6644643160001,-73.985269724
2011-07-17 05:15:00,700190,a9eefa14,2011-07-17,FELONY ASSAULT,C,44,BRONX,N.Y. POLICE DEPT,1004544,237936,40.8197399310001,-73.926680402
2011-07-17 05:20:00,700191,ff5cdae4,2011-07-17,FELONY ASSAULT,A,115,QUEENS,N.Y. POLICE DEPT,1021756,215354,40.757702153,-73.864620604
2011-07-17 05:25:00,700192,5fb01639,2011-07-17,GRAND LARCENY,E,1,MANHATTAN,N.Y. TRANSIT POLICE,981349,198508,40.711543094,-74.010465578
2011-07-17 05:30:00,700193,a57e31db,2011-07-17,FELONY ASSAULT,F,71,BROOKLYN,N.Y. POLICE DEPT,1001029,182760,40.6683030300001,-73.939517526
2011-07-17 05:40:00,700194,b7f50a73,2011-07-17,FELONY ASSAULT,I,61,BROOKLYN,N.Y. POLICE DEPT,995597,159068,40.6032821570001,-73.9591383009999
2011-07-17 05:50:00,700195,972e5541,2011-07-17,FELONY ASSAULT,K,67,BROOKLYN,N.Y. POLICE DEPT,1004729,174146,40.644651706,-73.9262061539999
2011-07-17 06:30:00,700196,8136aeb8,2011-07-17,FELONY ASSAULT,E,104,QUEENS,N.Y. POLICE DEPT,1009937,194612,40.700812688,-73.9073613479999
2011-07-17 06:30:00,700197,51bbdbba,2011-07-17,ROBBERY,R,114,QUEENS,N.Y. POLICE DEPT,998290,217159,40.7627248150001,-73.949319165
2011-07-17 06:50:00,700198,667f0ec1,2011-07-17,ROBBERY,C,41,BRONX,N.Y. POLICE DEPT,1014776,237838,40.819441517,-73.8897132549999
2011-07-17 06:50:00,700199,52c26270,2011-07-17,ROBBERY,H,44,BRONX,N.Y. POLICE DEPT,1008338,241010,40.8281676550001,-73.912961872
2011-07-17 07:00:00,700200,70cf9fd2,2011-08-18,GRAND LARCENY OF MOTOR VEHICLE,R,120,STATEN ISLAND,N.Y. POLICE DEPT,939256,166386,40.623261562,-74.162083702
2011-07-17 07:00:00,700201,5d5d3d55,2011-07-23,GRAND LARCENY,F,76,BROOKLYN,N.Y. POLICE DEPT,984020,188119,40.6830281750001,-74.000830717
2011-09-18 15:00:00,700202,ee0e4d06,2011-09-19,GRAND LARCENY OF MOTOR VEHICLE,A,46,BRONX,N.Y. POLICE DEPT,1009582,247224,40.8452198000001,-73.908443339
2011-09-18 15:15:00,700203,281fe58b,2011-09-18,GRAND LARCENY,I,88,BROOKLYN,N.Y. POLICE DEPT,989174,191275,40.691689307,-73.982245485
2011-09-18 15:30:00,700204,c243d9dd,2011-09-18,GRAND LARCENY,E,68,BROOKLYN,N.Y. POLICE DEPT,976676,165942,40.622153897,-74.0272848559999
2011-09-18 15:40:00,700205,97b299ee,2011-09-18,ROBBERY,,18,MANHATTAN,N.Y. TRANSIT POLICE,988353,217918,40.764818269,-73.9851897729999
2011-09-18 16:00:00,700206,512bfb6e,2011-09-18,FELONY ASSAULT,M,75,BROOKLYN,N.Y. POLICE DEPT,1020953,182031,40.6662419130001,-73.867700751
2011-09-18 16:00:00,700207,9c2c17ce,2011-09-18,FELONY ASSAULT,B,76,BROOKLYN,N.Y. POLICE DEPT,980058,185367,40.675473567,-74.015114135
2011-09-18 16:00:00,700208,be476beb,2011-09-18,BURGLARY,G,111,QUEENS,N.Y. POLICE DEPT,1057007,215942,40.759096254,-73.737373573
2011-09-18 16:00:00,700209,f1bec6a9,2011-09-18,GRAND LARCENY OF MOTOR VEHICLE,K,43,BRONX,N.Y. POLICE DEPT,1024386,244440,40.8375236630001,-73.85495359
2011-09-18 16:10:00,700210,d13370cc,2011-09-18,GRAND LARCENY,A,5,MANHATTAN,N.Y. POLICE DEPT,985587,198093,40.710404392,-73.9951788669999
2011-09-18 16:10:00,700211,b67605d0,2011-09-18,GRAND LARCENY,C,26,MANHATTAN,N.Y. POLICE DEPT,994794,234716,40.810918949,-73.961911642
2011-09-18 16:30:00,700212,242c58e7,2011-09-18,GRAND LARCENY,D,19,MANHATTAN,N.Y. POLICE DEPT,995727,224947,40.784104536,-73.958557908
2011-09-18 16:40:00,700213,1fcc6eab,2011-09-18,GRAND LARCENY OF MOTOR VEHICLE,J,46,BRONX,N.Y. POLICE DEPT,1009736,250146,40.853239381,-73.907875626
2011-09-18 16:50:00,700214,f104b1f6,2011-09-18,ROBBERY,I,83,BROOKLYN,N.Y. POLICE DEPT,1006035,193764,40.6984955930001,-73.921436635
2011-09-18 16:50:00,700215,b356477c,2011-09-18,GRAND LARCENY,G,18,MANHATTAN,N.Y. POLICE DEPT,988604,217911,40.764798936,-73.984283677
2011-09-18 16:55:00,700216,ff5f32e,2011-09-18,FELONY ASSAULT,B,71,BROOKLYN,N.Y. POLICE DEPT,997696,182041,40.6663352240001,-73.9515335519999
2011-09-18 17:00:00,700217,e75caa1a,2011-09-18,GRAND LARCENY,D,46,BRONX,N.Y. POLICE DEPT,1014295,253237,40.8617089090001,-73.891382086
2011-09-18 17:00:00,700218,890cf8d4,2011-09-19,GRAND LARCENY,G,50,BRONX,N.Y. POLICE DEPT,1008473,260553,40.881806974,-73.912403449
2011-09-18 17:10:00,700219,4e340f97,2011-09-18,GRAND LARCENY,F,83,BROOKLYN,N.Y. POLICE DEPT,1000872,194189,40.6996733220001,-73.940055278
2011-09-18 17:20:00,700220,91ade982,2011-09-18,GRAND LARCENY,,24,MANHATTAN,N.Y. POLICE DEPT,993961,227581,40.7913362780001,-73.964931141
2011-09-18 17:30:00,700221,cec1fb50,2011-09-18,FELONY ASSAULT,G,71,BROOKLYN,N.Y. POLICE DEPT,1002904,181999,40.6662105020001,-73.932760748
2012-01-01 12:00:00,700222,93209730,2012-05-26,GRAND LARCENY,D,19,MANHATTAN,N.Y. POLICE DEPT,996909,223395,40.7798430940001,-73.954292621
2012-01-01 12:00:00,700223,f12e56a8,2014-01-13,RAPE,I,46,BRONX,N.Y. POLICE DEPT,1011881,250411,40.853960274,-73.900120875
2012-01-01 12:00:00,700224,33f1e272,2012-03-20,GRAND LARCENY OF MOTOR VEHICLE,U,109,QUEENS,N.Y. POLICE DEPT,1032198,217060,40.762334218,-73.826917308
2012-01-01 12:15:00,700225,97fab567,2012-01-01,GRAND LARCENY,H,62,BROOKLYN,N.Y. POLICE DEPT,981101,162431,40.6125196080001,-74.011343277
2012-01-01 12:16:00,700226,4f74557a,2012-01-01,GRAND LARCENY,J,81,BROOKLYN,N.Y. POLICE DEPT,1005936,185942,40.677026245,-73.9218188419999
2012-01-01 12:30:00,700227,3f2939a2,2012-01-01,FELONY ASSAULT,P,73,BROOKLYN,N.Y. POLICE DEPT,1009491,177733,40.6544849490001,-73.909033059
2012-01-01 12:34:00,700228,7ffe239b,2012-01-02,GRAND LARCENY,G,17,MANHATTAN,N.Y. POLICE DEPT,993045,215899,40.7592732100001,-73.968254471
2012-01-01 12:50:00,700229,4e7ac7a2,2012-01-01,GRAND LARCENY,E,60,BROOKLYN,N.Y. POLICE DEPT,989209,148689,40.5747997460001,-73.9821505629999
2012-01-01 13:00:00,700230,9dabd72,2012-01-01,GRAND LARCENY,E,60,BROOKLYN,N.Y. POLICE DEPT,988845,148915,40.5754202680001,-73.9834606969999
2012-01-01 13:00:00,700231,67ff57dd,2012-01-01,GRAND LARCENY,G,70,BROOKLYN,N.Y. TRANSIT POLICE,998767,169858,40.6328938410001,-73.9476992099999
2012-01-01 13:00:00,700232,ee985a3e,2012-01-30,BURGLARY,G,66,BROOKLYN,N.Y. POLICE DEPT,990006,173131,40.6418875540001,-73.979260779
2012-01-01 13:00:00,700233,72cfa24f,2012-03-09,GRAND LARCENY OF MOTOR VEHICLE,B,102,QUEENS,N.Y. POLICE DEPT,1031476,191314,40.691671727,-73.829704276
2012-01-01 13:00:00,700234,32f961f5,2012-01-02,GRAND LARCENY,A,52,BRONX,N.Y. POLICE DEPT,1009690,257590,40.873671035,-73.9080136489999
2012-01-01 13:30:00,700235,9380d5e4,2012-01-01,ROBBERY,G,75,BROOKLYN,N.Y. POLICE DEPT,1014909,183185,40.669432376,-73.8894818539999
2012-01-01 13:30:00,700236,9ed53835,2012-02-02,GRAND LARCENY,E,9,MANHATTAN,N.Y. POLICE DEPT,985980,203649,40.725654213,-73.9937598819999
2012-01-01 13:30:00,700237,9179ca62,2012-01-01,GRAND LARCENY,A,30,MANHATTAN,N.Y. POLICE DEPT,996322,238267,40.820663494,-73.956385411
2012-01-01 14:00:00,700238,b3d590d7,2012-01-01,GRAND LARCENY,C,73,BROOKLYN,N.Y. POLICE DEPT,1007359,184946,40.67428885,-73.9166920449999
2012-01-01 14:00:00,700239,9058ce40,2012-01-03,GRAND LARCENY,G,13,MANHATTAN,N.Y. POLICE DEPT,985840,208153,40.738016617,-73.994263916
2011-10-18 12:30:00,700240,35ce1ec,2011-10-18,ROBBERY,K,52,BRONX,N.Y. POLICE DEPT,1017290,259184,40.878020894,-73.880525184
2011-10-18 12:35:00,700241,4e540de6,2011-10-18,GRAND LARCENY,G,115,QUEENS,N.Y. POLICE DEPT,1016047,212416,40.7496604670001,-73.8852415539999
2011-10-18 12:40:00,700242,548d0589,2011-10-18,GRAND LARCENY,K,110,QUEENS,N.Y. TRANSIT POLICE,1027679,214505,40.755344758,-73.843246598
2011-10-18 12:50:00,700243,a77b0e92,2011-10-18,GRAND LARCENY,D,68,BROOKLYN,N.Y. POLICE DEPT,975830,164418,40.6179700710001,-74.0303304559999
2011-10-18 13:00:00,700244,b114d018,2011-10-19,GRAND LARCENY,P,67,BROOKLYN,N.Y. POLICE DEPT,1008789,177637,40.6542234230001,-73.9115634089999
2011-10-18 13:00:00,700245,5716526d,2011-10-21,GRAND LARCENY,A,106,QUEENS,N.Y. POLICE DEPT,1028526,180392,40.661708596,-73.840413715
2011-10-18 13:00:00,700246,f62989b7,2011-10-18,ROBBERY,G,88,BROOKLYN,N.Y. POLICE DEPT,992758,191803,40.6931358260001,-73.969320904
2011-10-18 13:00:00,700247,951ea91c,2011-10-18,ROBBERY,G,90,BROOKLYN,N.Y. HOUSING POLICE,1001438,194908,40.701645727,-73.9380122009999
2011-10-18 13:00:00,700248,1cf67f23,2011-10-18,BURGLARY,K,108,QUEENS,N.Y. POLICE DEPT,1012520,210878,40.745451024,-73.897977452
2011-10-18 13:13:00,700249,7e0f71df,2011-10-18,ROBBERY,A,49,BRONX,N.Y. POLICE DEPT,1020569,249010,40.850083485,-73.868723111
2011-10-18 13:23:00,700250,bc7c0,2011-10-18,BURGLARY,E,49,BRONX,N.Y. POLICE DEPT,1021163,252160,40.8587268250001,-73.866558702
2011-10-18 13:30:00,700251,283bfb32,2011-10-18,ROBBERY,H,68,BROOKLYN,N.Y. POLICE DEPT,974982,166971,40.6249766780001,-74.0333884739999
2011-10-18 13:40:00,700252,6d3d5a39,2011-10-18,GRAND LARCENY,F,10,MANHATTAN,N.Y. POLICE DEPT,984809,214773,40.7561869830001,-73.997983742
2011-10-18 13:40:00,700253,38ba98fa,2011-10-20,GRAND LARCENY,D,43,BRONX,N.Y. POLICE DEPT,1024625,239822,40.824847505,-73.854117661
2011-10-18 13:50:00,700254,349b0af3,2011-10-18,GRAND LARCENY,B,14,MANHATTAN,N.Y. TRANSIT POLICE,990886,213048,40.7514498240001,-73.976050545
2011-10-18 13:50:00,700255,2743afce,2011-10-19,GRAND LARCENY,H,50,BRONX,N.Y. POLICE DEPT,1007926,262964,40.888425897,-73.914373051
2011-10-18 14:00:00,700256,6b46b3b3,2011-10-19,GRAND LARCENY,I,66,BROOKLYN,N.Y. POLICE DEPT,984461,172533,40.640248039,-73.999241162
2011-10-18 14:00:00,700257,bc999116,2011-10-18,GRAND LARCENY,E,88,BROOKLYN,N.Y. POLICE DEPT,991221,188242,40.6833630400001,-73.974867134
2011-10-18 14:00:00,700258,66acd8b,2011-10-18,GRAND LARCENY,E,13,MANHATTAN,N.Y. POLICE DEPT,986871,207724,40.7368388730001,-73.990543709
2011-10-18 14:00:00,700259,d76805cc,2011-10-18,FELONY ASSAULT,I,44,BRONX,N.Y. POLICE DEPT,1007458,243111,40.833936652,-73.916134394
2010-12-16 21:05:00,700260,aba40ee4,2010-12-16,FELONY ASSAULT,I,102,QUEENS,N.Y. POLICE DEPT,1025500,192503,40.694965122,-73.851246434
2010-12-16 21:30:00,700261,a5dbc07,2010-12-16,BURGLARY,K,113,QUEENS,N.Y. POLICE DEPT,1041092,188537,40.683992984,-73.79505248
2010-12-16 21:30:00,700262,bfe58500,2010-12-16,GRAND LARCENY OF MOTOR VEHICLE,G,106,QUEENS,N.Y. POLICE DEPT,1035020,190806,40.6902577660001,-73.8169284589999
2010-12-16 21:40:00,700263,83e088f4,2010-12-16,FELONY ASSAULT,F,50,BRONX,N.Y. POLICE DEPT,1010984,261034,40.8831199200001,-73.9033209689999
2010-12-16 21:50:00,700264,1eea38ec,2010-12-16,ROBBERY,F,26,MANHATTAN,N.Y. POLICE DEPT,997662,235571,40.813261798,-73.95154939
2010-12-16 21:52:00,700265,8ab26fe8,2010-12-20,GRAND LARCENY,A,50,BRONX,N.Y. POLICE DEPT,1014122,261650,40.8848005830001,-73.891970011
2010-12-16 21:55:00,700266,cb0dadce,2010-12-16,GRAND LARCENY,B,14,MANHATTAN,N.Y. POLICE DEPT,990547,212919,40.751095999,-73.977274198
2010-12-16 22:00:00,700267,d958eb39,2010-12-30,GRAND LARCENY,A,113,QUEENS,PORT AUTHORITY,1046367,186986,40.679700408,-73.776047368
2010-12-16 22:00:00,700268,54fed79b,2010-12-17,GRAND LARCENY,H,62,BROOKLYN,N.Y. POLICE DEPT,984140,163034,40.6141752780001,-74.000397641
2010-12-16 22:00:00,700269,38d9cfae,2010-12-17,BURGLARY,H,62,BROOKLYN,N.Y. POLICE DEPT,984298,163775,40.61620917,-73.999828549
2010-12-16 22:00:00,700270,152ecfc0,2010-12-17,GRAND LARCENY,G,66,BROOKLYN,N.Y. POLICE DEPT,992439,173351,40.642489492,-73.970493655
2010-12-16 22:00:00,700271,74b956a5,2010-12-17,GRAND LARCENY OF MOTOR VEHICLE,J,106,QUEENS,N.Y. POLICE DEPT,1035186,182633,40.667823823,-73.816391649
2010-12-16 22:00:00,700272,c435270c,2010-12-17,GRAND LARCENY OF MOTOR VEHICLE,B,75,BROOKLYN,N.Y. POLICE DEPT,1016176,187335,40.680818705,-73.884894919
2010-12-16 22:00:00,700273,d581a436,2010-12-19,GRAND LARCENY,G,5,MANHATTAN,N.Y. TRANSIT POLICE,983125,199091,40.713143696,-74.004059506
2010-12-16 22:00:00,700274,ff9341,2010-12-17,GRAND LARCENY,F,20,MANHATTAN,N.Y. POLICE DEPT,990508,224133,40.781875557,-73.977404518
2010-12-16 22:00:00,700275,57682aa7,2010-12-17,BURGLARY,A,25,MANHATTAN,N.Y. POLICE DEPT,1002065,229163,40.7956658200001,-73.935660162
2010-12-16 22:00:00,700276,705057f4,2010-12-19,GRAND LARCENY OF MOTOR VEHICLE,K,43,BRONX,N.Y. POLICE DEPT,1024422,243394,40.8346525360001,-73.854829755
2010-12-16 22:03:00,700277,3e094e04,2010-12-17,BURGLARY,G,106,QUEENS,N.Y. POLICE DEPT,1034239,189967,40.687959354,-73.819750907
2010-12-16 22:15:00,700278,40d8d3cb,2010-12-16,FELONY ASSAULT,H,60,BROOKLYN,N.Y. POLICE DEPT,983408,149079,40.575871566,-74.003032428
2010-12-16 22:30:00,700279,441c36b4,2010-12-17,GRAND LARCENY OF MOTOR VEHICLE,B,60,BROOKLYN,N.Y. POLICE DEPT,993188,150372,40.5794161330001,-73.967825161
2012-06-15 18:00:00,700280,b1e217b5,2012-06-15,GRAND LARCENY,A,18,MANHATTAN,N.Y. POLICE DEPT,990505,214176,40.754546175,-73.977424615
2012-06-15 18:00:00,700281,3bd44b20,2012-06-16,BURGLARY,F,111,QUEENS,N.Y. POLICE DEPT,1050321,216465,40.7605842410001,-73.7615024799999
2012-06-15 18:00:00,700282,e280d9fb,2012-06-15,GRAND LARCENY,D,20,MANHATTAN,N.Y. POLICE DEPT,990379,222043,40.776139148,-73.977872229
2012-06-15 18:00:00,700283,d100e8ba,2012-06-15,GRAND LARCENY,C,25,MANHATTAN,N.Y. POLICE DEPT,1000033,231677,40.802569927,-73.942993096
2012-06-15 18:00:00,700284,c34965c7,2012-06-15,BURGLARY,C,33,MANHATTAN,N.Y. POLICE DEPT,1001730,246719,40.843852757,-73.9368243329999
2012-06-15 18:04:00,700285,a418c82d,2012-06-15,GRAND LARCENY,E,75,BROOKLYN,N.Y. POLICE DEPT,1013371,182883,40.6686086460001,-73.895027337
2012-06-15 18:10:00,700286,47deeda0,2012-06-15,ROBBERY,H,18,MANHATTAN,N.Y. POLICE DEPT,990879,217248,40.762977758,-73.976071669
2012-06-15 18:10:00,700287,6c92c473,2012-06-15,GRAND LARCENY,A,48,BRONX,N.Y. POLICE DEPT,1014295,253237,40.8617089090001,-73.891382086
2012-06-15 18:20:00,700288,9663f440,2012-06-15,ROBBERY,I,75,BROOKLYN,N.Y. HOUSING POLICE,1019405,182905,40.668647128,-73.873276152
2012-06-15 18:30:00,700289,df2b656,2012-06-15,FELONY ASSAULT,N,75,BROOKLYN,N.Y. POLICE DEPT,1017080,174596,40.6458496880001,-73.881697655
2012-06-15 18:30:00,700290,bf0171b,2012-06-17,GRAND LARCENY,A,1,MANHATTAN,N.Y. POLICE DEPT,982774,198191,40.7106733570001,-74.005325423
2012-06-15 18:30:00,700291,7174d8b9,2012-06-15,GRAND LARCENY,J,45,BRONX,N.Y. POLICE DEPT,1033597,255731,40.868467378,-73.821582846
2012-06-15 18:35:00,700292,1f86101d,2012-06-15,ROBBERY,E,48,BRONX,N.Y. POLICE DEPT,1016531,245903,40.8415713750001,-73.883333769
2012-06-15 18:40:00,700293,532bbd64,2012-10-25,FELONY ASSAULT,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,40.7911518670001,-73.884371919
2012-06-15 18:57:00,700294,91f08fda,2012-06-15,FELONY ASSAULT,G,83,BROOKLYN,N.Y. POLICE DEPT,1009438,191145,40.6912980160001,-73.9091739529999
2012-06-15 19:00:00,700295,6a22960e,2012-06-19,BURGLARY,D,123,STATEN ISLAND,N.Y. POLICE DEPT,918301,135293,40.5377865140001,-74.237266378
2012-06-15 19:00:00,700296,f1f9f40b,2012-06-15,GRAND LARCENY,M,105,QUEENS,N.Y. POLICE DEPT,1059287,206384,40.7328430050001,-73.729250242
2012-06-15 19:00:00,700297,877887c4,2012-06-18,GRAND LARCENY,D,10,MANHATTAN,N.Y. POLICE DEPT,983489,211462,40.747099109,-74.0027479
2012-06-15 19:00:00,700298,fc81362c,2012-06-15,GRAND LARCENY,G,14,MANHATTAN,N.Y. POLICE DEPT,987419,213915,40.753831441,-73.9885633649999
2012-06-15 19:00:00,700299,e47b3be4,2012-06-21,BURGLARY,A,48,BRONX,N.Y. POLICE DEPT,1016530,251528,40.857010331,-73.883310302
2011-07-09 08:25:00,700300,3d6023c4,2011-07-09,FELONY ASSAULT,C,109,QUEENS,N.Y. POLICE DEPT,1035109,210965,40.7455887570001,-73.8164552219999
2011-07-09 08:30:00,700301,beacdaca,2011-07-10,BURGLARY,P,122,STATEN ISLAND,N.Y. POLICE DEPT,943852,154762,40.5913782490001,-74.1454579919999
2011-07-09 08:30:00,700302,dc093a54,2011-07-09,ROBBERY,A,84,BROOKLYN,N.Y. TRANSIT POLICE,986754,191591,40.6925576690001,-73.990971896
2011-07-09 08:30:00,700303,9ba94084,2011-07-09,BURGLARY,B,84,BROOKLYN,N.Y. POLICE DEPT,986080,193091,40.6966749870001,-73.993401966
2011-07-09 08:30:00,700304,bb5b093b,2011-07-09,GRAND LARCENY OF MOTOR VEHICLE,J,110,QUEENS,N.Y. POLICE DEPT,1024668,210749,40.745049776,-73.85413721
2011-07-09 08:30:00,700305,6238ee0a,2011-07-09,BURGLARY,D,40,BRONX,N.Y. POLICE DEPT,1009903,236353,40.8153811060001,-73.907324708
2011-07-09 08:50:00,700306,78f45006,2011-07-09,ROBBERY,C,30,MANHATTAN,N.Y. STATE PARKS,997531,240601,40.8270679280001,-73.952012686
2011-07-09 09:00:00,700307,ab5e3712,2011-07-15,GRAND LARCENY,C,90,BROOKLYN,N.Y. HOUSING POLICE,994403,196048,40.704785627,-73.9633825019999
2011-07-09 09:00:00,700308,c46d48ef,2011-07-10,GRAND LARCENY,D,46,BRONX,N.Y. TRANSIT POLICE,1012539,253107,40.861357899,-73.897730961
2011-07-09 09:05:00,700309,728db272,2011-07-19,ROBBERY,A,50,BRONX,N.Y. POLICE DEPT,1011470,259560,40.8790727640001,-73.901569396
2011-07-09 09:15:00,700310,941928f5,2011-07-10,GRAND LARCENY,J,107,QUEENS,N.Y. POLICE DEPT,1036708,203959,40.7263497170001,-73.810739199
2011-07-09 09:15:00,700311,bda664a1,2011-07-10,GRAND LARCENY,B,108,QUEENS,N.Y. TRANSIT POLICE,999520,211112,40.746125297,-73.9448927839999
2011-07-09 09:15:00,700312,3fac4648,2011-07-09,GRAND LARCENY,E,17,MANHATTAN,N.Y. TRANSIT POLICE,992033,215119,40.7571332580001,-73.971908352
2011-07-09 09:15:00,700313,289a07c1,2011-07-09,BURGLARY,A,40,BRONX,N.Y. POLICE DEPT,1006853,233369,40.807199186,-73.9183535019999
2011-07-09 09:30:00,700314,44558730,2011-07-11,GRAND LARCENY,D,13,MANHATTAN,N.Y. POLICE DEPT,988545,208820,40.7398464680001,-73.9845024699999
2011-07-09 09:30:00,700315,f9f47fd2,2011-07-15,GRAND LARCENY OF MOTOR VEHICLE,P,114,QUEENS,N.Y. POLICE DEPT,1002904,218270,40.7657656910001,-73.932660243
2011-07-09 09:30:00,700316,898ad181,2011-07-09,BURGLARY,A,42,BRONX,N.Y. POLICE DEPT,1012728,246347,40.8428031080001,-73.8970764009999
2011-07-09 09:58:00,700317,2845bbdb,2011-07-09,GRAND LARCENY,D,33,MANHATTAN,N.Y. POLICE DEPT,1001452,248252,40.8480609370001,-73.937825162
2011-07-09 10:00:00,700318,8b802528,2011-07-18,BURGLARY,R,122,STATEN ISLAND,N.Y. POLICE DEPT,940940,161438,40.609688739,-74.155985688
2011-07-09 10:00:00,700319,bc6a7553,2011-07-09,FELONY ASSAULT,G,67,BROOKLYN,N.Y. POLICE DEPT,1001520,173882,40.643933922,-73.9377703339999
2012-06-28 11:45:00,700320,a86eea14,2012-06-28,GRAND LARCENY,H,18,MANHATTAN,N.Y. POLICE DEPT,988993,218612,40.7667228,-73.982878908
